frame,shape,before_render_us,after_render_us,delta_render_us,before_wall_us,after_wall_us
652,truncatedIcosahedron_ambo_relax_truncate001_hankin73,40162,42771,2609,67336,67430
653,truncatedIcosahedron_ambo_relax_truncate001_hankin73,36779,39811,3032,59079,59497
654,truncatedIcosahedron_ambo_relax_truncate001_hankin73,40371,43295,2924,66054,65944
655,truncatedIcosahedron_ambo_relax_truncate001_hankin73,35206,37633,2427,57297,56797
656,truncatedIcosahedron_ambo_relax_truncate001_hankin73,37400,40006,2606,64657,64829
657,truncatedIcosahedron_ambo_relax_truncate001_hankin73,35932,38870,2938,60718,61048
658,truncatedIcosahedron_ambo_relax_truncate001_hankin73,37706,40514,2808,64234,64103
659,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34920,37244,2324,59678,59181
660,truncatedIcosahedron_ambo_relax_truncate001_hankin73,35318,37960,2642,62859,63172
661,truncatedIcosahedron_ambo_relax_truncate001_hankin73,35324,38136,2812,62467,62634
662,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34868,37562,2694,62008,61883
663,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34343,36923,2580,61936,61819
664,truncatedIcosahedron_ambo_relax_truncate001_hankin73,33932,36639,2707,62051,62176
665,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34548,37065,2517,63129,62941
666,truncatedIcosahedron_ambo_relax_truncate001_hankin73,33238,35759,2521,61154,61151
667,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34373,36877,2504,63597,63561
668,truncatedIcosahedron_ambo_relax_truncate001_hankin73,33123,35637,2514,61218,61208
669,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34360,36911,2551,63699,63734
670,truncatedIcosahedron_ambo_relax_truncate001_hankin73,33315,35926,2611,61415,61473
671,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34336,36815,2479,63482,63346
672,truncatedIcosahedron_ambo_relax_truncate001_hankin73,33633,36158,2525,61759,61801
673,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34187,36793,2606,62732,62807
674,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34347,36867,2520,62621,62535
675,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34026,36649,2623,62141,62228
676,truncatedIcosahedron_ambo_relax_truncate001_hankin73,34621,37156,2535,63057,62965
677,truncatedIcosahedron_ambo_relax_truncate001_hankin73,33767,36343,2576,61607,61646
678,icosahedron_ambo_truncate033_hankin59,1760,1771,11,30507,27887
679,icosahedron_ambo_truncate033_hankin59,8858,9383,525,69560,70119
680,icosahedron_ambo_truncate033_hankin59,9188,9765,577,62790,62842
681,icosahedron_ambo_truncate033_hankin59,8851,9315,464,62122,62010
682,icosahedron_ambo_truncate033_hankin59,9213,9826,613,62824,62968
683,icosahedron_ambo_truncate033_hankin59,9913,10262,349,63160,62879
684,icosahedron_ambo_truncate033_hankin59,9575,9914,339,62124,62101
685,icosahedron_ambo_truncate033_hankin59,9054,9397,343,61938,61933
686,icosahedron_ambo_truncate033_hankin59,9071,9422,351,62478,62481
687,icosahedron_ambo_truncate033_hankin59,9785,10173,388,63164,63203
688,icosahedron_ambo_truncate033_hankin59,11223,11660,437,63898,63940
689,icosahedron_ambo_truncate033_hankin59,11516,12058,542,62388,62491
690,icosahedron_ambo_truncate033_hankin59,10596,11103,507,61538,61492
691,icosahedron_ambo_truncate033_hankin59,11461,11956,495,63323,63300
692,icosahedron_ambo_truncate033_hankin59,10632,11272,640,61683,61820
693,icosahedron_ambo_truncate033_hankin59,10838,11407,569,62666,62571
694,icosahedron_ambo_truncate033_hankin59,15285,15866,581,66896,66917
695,icosahedron_ambo_truncate033_hankin59,23053,23601,548,70219,70191
696,icosahedron_ambo_truncate033_hankin59,22419,22961,542,61830,61819
697,icosahedron_ambo_truncate033_hankin59,21155,21437,282,61196,60928
698,icosahedron_ambo_truncate033_hankin59,21756,21923,167,63061,62944
699,icosahedron_ambo_truncate033_hankin59,20817,21067,250,61523,61604
700,icosahedron_ambo_truncate033_hankin59,21989,22293,304,63621,63686
701,icosahedron_ambo_truncate033_hankin59,19768,20516,748,60239,60683
702,icosahedron_ambo_truncate033_hankin59,22606,23275,669,65299,65219
703,icosahedron_ambo_truncate033_hankin59,19328,19975,647,59175,59153
704,icosahedron_ambo_truncate033_hankin59,20853,21579,726,63975,64063
705,icosahedron_ambo_truncate033_hankin59,18896,19655,759,60161,60183
706,icosahedron_ambo_truncate033_hankin59,20922,21660,738,64538,64519
707,icosahedron_ambo_truncate033_hankin59,18822,19559,737,60361,60344
708,icosahedron_ambo_truncate033_hankin59,20942,21681,739,64582,64583
709,icosahedron_ambo_truncate033_hankin59,19127,19854,727,60646,60628
710,icosahedron_ambo_truncate033_hankin59,21034,21727,693,64374,64333
711,icosahedron_ambo_truncate033_hankin59,19766,20558,792,61193,61289
712,icosahedron_ambo_truncate033_hankin59,20915,21610,695,63610,63512
713,icosahedron_ambo_truncate033_hankin59,20082,20873,791,61626,61719
714,icosahedron_ambo_truncate033_hankin59,21233,21967,734,63615,63552
715,icosahedron_ambo_truncate033_hankin59,20235,21059,824,61453,61551
716,icosahedron_ambo_truncate033_hankin59,21653,22322,669,63880,63723
717,icosahedron_ambo_truncate033_hankin59,21191,22002,811,61999,62137
718,icosahedron_ambo_truncate033_hankin59,21540,22365,825,62818,62823
719,icosahedron_ambo_truncate033_hankin59,20285,21016,731,61261,61165
720,icosahedron_ambo_truncate033_hankin59,21238,21983,745,63415,63427
721,icosahedron_ambo_truncate033_hankin59,21829,22733,904,62769,62921
722,icosahedron_ambo_truncate033_hankin59,22029,22780,751,62661,62507
723,icosahedron_ambo_truncate033_hankin59,20711,21445,734,61143,61124
724,icosahedron_ambo_truncate033_hankin59,21131,21829,698,62881,62843
725,icosahedron_ambo_truncate033_hankin59,21053,21885,832,62381,62514
726,icosahedron_ambo_truncate033_hankin59,21766,22618,852,63175,63192
727,icosahedron_ambo_truncate033_hankin59,20155,20746,591,60848,60582
728,icosahedron_ambo_truncate033_hankin59,20795,21485,690,63100,63179
729,icosahedron_ambo_truncate033_hankin59,20628,21347,719,62282,62321
730,icosahedron_ambo_truncate033_hankin59,20681,21429,748,62511,62538
731,icosahedron_ambo_truncate033_hankin59,20028,20689,661,61812,61719
732,icosahedron_ambo_truncate033_hankin59,20209,20901,692,62642,62672
733,icosahedron_ambo_truncate033_hankin59,20146,20865,719,62451,62478
734,icosahedron_ambo_truncate033_hankin59,20123,20771,648,62441,62359
735,icosahedron_ambo_truncate033_hankin59,20269,20953,684,62608,62641
736,icosahedron_ambo_truncate033_hankin59,20148,20847,699,62347,62354
737,icosahedron_ambo_truncate033_hankin59,20453,21121,668,62484,62457
738,icosahedron_ambo_truncate033_hankin59,20344,20991,647,62352,62329
739,icosahedron_ambo_truncate033_hankin59,20232,20927,695,62350,62396
740,icosahedron_ambo_truncate033_hankin59,20329,21003,674,62558,62533
741,icosahedron_ambo_truncate033_hankin59,20183,20820,637,62314,62275
742,icosahedron_ambo_truncate033_hankin59,20242,20927,685,62521,62558
743,icosahedron_ambo_truncate033_hankin59,20557,21315,758,62778,62847
744,icosahedron_ambo_truncate033_hankin59,20566,21236,670,62471,62382
745,icosahedron_ambo_truncate033_hankin59,20583,21241,658,62479,62453
746,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,1709,1753,44,43642,43016
747,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,8505,8735,230,69253,69439
748,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,8188,8418,230,62143,62143
749,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,8476,8750,274,62750,62775
750,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,8365,8635,270,62350,62345
751,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,15262,15514,252,69353,69328
752,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,14119,14303,184,61315,61250
753,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,14096,14298,202,62081,62110
754,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,13131,13306,175,61497,61460
755,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,13552,13691,139,62881,62844
756,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,12964,13151,187,61873,61921
757,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,13677,13965,288,63174,63273
758,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,16626,16965,339,65411,65441
759,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,16344,16584,240,62174,62065
760,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,15294,15556,262,61457,61472
761,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,15246,15596,350,62413,62494
762,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,14344,14702,358,61560,61549
763,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,14608,14961,353,62724,62713
764,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,18636,19020,384,66491,66515
765,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,23211,23807,596,67023,67236
766,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,19880,20401,521,59131,59045
767,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,21887,22228,341,64467,64285
768,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,20637,20753,116,61211,60984
769,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,22983,23199,216,64502,64617
770,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,19712,20437,725,59186,59698
771,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,21638,22373,735,64386,64393
772,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,28649,29344,695,69474,69430
773,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,29369,30580,1211,63227,63742
774,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,26963,28098,1135,60046,59965
775,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,26888,28179,1291,62387,62533
776,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,25441,26743,1302,61010,61013
777,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,25313,26758,1445,62333,62473
778,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,36563,37914,1351,73712,73616
779,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,20203,22062,1859,46096,46599
780,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,19971,21607,1636,62231,61998
781,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,20202,21935,1733,62692,62784
782,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,41141,42969,1828,83400,83493
783,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,49366,51538,2172,70678,71023
784,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,44248,45959,1711,57346,56871
785,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43167,44603,1436,61093,60810
786,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43418,44360,942,62711,62214
787,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42276,42973,697,61364,61133
788,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43106,43943,837,63291,63429
789,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42208,43070,862,61570,61587
790,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,45306,46169,863,65560,65559
791,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,39637,40472,835,56788,56755
792,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40916,41822,906,63737,63801
793,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,39722,40618,896,61266,61253
794,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,41171,42111,940,63911,63952
795,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40188,41017,829,61477,61357
796,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42160,42993,833,64433,64436
797,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40892,41805,913,61193,61269
798,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42908,43775,867,64476,64428
799,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,41861,42701,840,61413,61385
800,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43551,44447,896,64151,64207
801,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42730,43676,946,61336,61387
802,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,44127,45039,912,63865,63823
803,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43367,44310,943,61699,61731
804,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,45111,46105,994,64195,64253
805,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,44137,45033,896,61485,61388
806,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,45554,46476,922,63886,63902
807,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,44453,45418,965,61362,61401
808,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,46621,47570,949,64630,64612
809,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,44877,45844,967,60717,60734
810,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,46165,47125,960,63747,63741
811,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,44314,45274,960,60611,60609
812,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,45849,46746,897,63997,63930
813,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,44287,45267,980,60900,60980
814,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,45104,46041,937,63323,63288
815,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42732,43664,932,60080,60083
816,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43856,44771,915,63591,63567
817,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42356,43314,958,60690,60725
818,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42810,43729,919,62918,62847
819,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40911,41803,892,60562,60533
820,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,41820,42753,933,63371,63408
821,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40681,41562,881,61323,61269
822,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40553,41460,907,62328,62351
823,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,39427,40295,868,61338,61287
824,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,39938,40778,840,62971,62941
825,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,39300,40131,831,61821,61808
826,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,38996,39855,859,62159,62181
827,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,38949,39762,813,62414,62371
828,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,38937,39765,828,62504,62517
829,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,39096,39982,886,62619,62677
830,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,38709,39590,881,62080,62067
831,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,39537,40425,888,63288,63293
832,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,38976,39774,798,61900,61806
833,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,39719,40627,908,62915,63025
834,octahedron_hk17_ambo_hk73,1707,1747,40,24449,23580
835,octahedron_hk17_ambo_hk73,7620,7943,323,68374,68650
836,octahedron_hk17_ambo_hk73,7872,8188,316,62713,62703
837,octahedron_hk17_ambo_hk73,7582,7874,292,62173,62146
838,octahedron_hk17_ambo_hk73,7786,8095,309,62665,62681
839,octahedron_hk17_ambo_hk73,15600,15888,288,70261,70243
840,octahedron_hk17_ambo_hk73,15726,16014,288,62580,62584
841,octahedron_hk17_ambo_hk73,14855,15093,238,61645,61581
842,octahedron_hk17_ambo_hk73,14813,15047,234,62420,62415
843,octahedron_hk17_ambo_hk73,13855,14086,231,61504,61497
844,octahedron_hk17_ambo_hk73,13937,14140,203,62532,62514
845,octahedron_hk17_ambo_hk73,12733,12909,176,61258,61226
846,octahedron_hk17_ambo_hk73,15455,15643,188,65183,65194
847,octahedron_hk17_ambo_hk73,13905,14101,196,60904,60894
848,octahedron_hk17_ambo_hk73,13952,14171,219,62506,62528
849,octahedron_hk17_ambo_hk73,12349,12533,184,60504,60467
850,octahedron_hk17_ambo_hk73,12058,12275,217,62170,62185
851,octahedron_hk17_ambo_hk73,11261,11492,231,61661,61680
852,octahedron_hk17_ambo_hk73,14040,14311,271,65238,65274
853,octahedron_hk17_ambo_hk73,16614,16954,340,65024,65079
854,octahedron_hk17_ambo_hk73,16474,16790,316,62322,62295
855,octahedron_hk17_ambo_hk73,15601,15823,222,61639,61545
856,octahedron_hk17_ambo_hk73,18969,19138,169,65823,65774
857,octahedron_hk17_ambo_hk73,18331,18498,167,61829,61818
858,octahedron_hk17_ambo_hk73,21155,21434,279,65286,65396
859,octahedron_hk17_ambo_hk73,17779,18410,631,59086,59435
860,octahedron_hk17_ambo_hk73,20420,20992,572,65091,65043
861,octahedron_hk17_ambo_hk73,18119,18702,583,60158,60162
862,octahedron_hk17_ambo_hk73,18930,19551,621,63268,63304
863,octahedron_hk17_ambo_hk73,18095,18669,574,61627,61575
864,octahedron_hk17_ambo_hk73,18928,19535,607,63300,63326
865,octahedron_hk17_ambo_hk73,18195,18741,546,61378,61321
866,octahedron_hk17_ambo_hk73,19073,19687,614,63327,63405
867,octahedron_hk17_ambo_hk73,18626,19165,539,62012,61938
868,octahedron_hk17_ambo_hk73,18822,19447,625,62703,62795
869,octahedron_hk17_ambo_hk73,18888,19499,611,62528,62510
870,octahedron_hk17_ambo_hk73,19920,20560,640,63493,63492
871,octahedron_hk17_ambo_hk73,18514,19159,645,61045,61058
872,octahedron_hk17_ambo_hk73,19448,20123,675,63394,63422
873,octahedron_hk17_ambo_hk73,18866,19434,568,61877,61771
874,octahedron_hk17_ambo_hk73,20337,21107,770,63933,64133
875,octahedron_hk17_ambo_hk73,19489,20120,631,61614,61473
876,octahedron_hk17_ambo_hk73,19585,20176,591,62549,62516
877,octahedron_hk17_ambo_hk73,20177,20720,543,63054,63003
878,octahedron_hk17_ambo_hk73,20470,21124,654,62755,62864
879,octahedron_hk17_ambo_hk73,19834,20481,647,61808,61814
880,octahedron_hk17_ambo_hk73,19892,20520,628,62519,62499
881,octahedron_hk17_ambo_hk73,20276,20889,613,62567,62538
882,octahedron_hk17_ambo_hk73,20572,21230,658,62813,62855
883,octahedron_hk17_ambo_hk73,19468,20048,580,61358,61266
884,octahedron_hk17_ambo_hk73,19608,20282,674,62601,62693
885,octahedron_hk17_ambo_hk73,19980,20585,605,62830,62757
886,octahedron_hk17_ambo_hk73,19489,20203,714,61968,62076
887,octahedron_hk17_ambo_hk73,19536,20221,685,62499,62478
888,octahedron_hk17_ambo_hk73,19137,19810,673,62060,62048
889,octahedron_hk17_ambo_hk73,19240,20012,772,62560,62661
890,octahedron_hk17_ambo_hk73,19280,20074,794,62495,62521
891,octahedron_hk17_ambo_hk73,19300,20098,798,62481,62484
892,octahedron_hk17_ambo_hk73,19123,19854,731,62278,62209
893,octahedron_hk17_ambo_hk73,19173,19966,793,62514,62564
894,octahedron_hk17_ambo_hk73,19124,19813,689,62410,62305
895,octahedron_hk17_ambo_hk73,19239,19927,688,62630,62573
896,octahedron_hk17_ambo_hk73,19136,19830,694,62364,62417
897,octahedron_hk17_ambo_hk73,19447,20165,718,62501,62507
898,octahedron_hk17_ambo_hk73,18721,19395,674,61734,61697
899,octahedron_hk17_ambo_hk73,19458,20124,666,63199,63188
900,octahedron_hk17_ambo_hk73,18916,19571,655,61918,61907
901,octahedron_hk17_ambo_hk73,19984,20590,606,63535,63477
902,octahedron_hk17_ambo_hk73,19398,19987,589,61874,61857
903,octahedron_hk17_ambo_hk73,19816,20437,621,62885,62890
904,icosahedron_kis_gyro,1783,1763,-20,44426,43786
905,icosahedron_kis_gyro,9504,10032,528,70182,70720
906,icosahedron_kis_gyro,8780,9298,518,61727,61718
907,icosahedron_kis_gyro,9436,9958,522,63117,63111
908,icosahedron_kis_gyro,8854,9333,479,61879,61817
909,icosahedron_kis_gyro,10499,10902,403,64153,64071
910,icosahedron_kis_gyro,9336,9684,348,61293,61232
911,icosahedron_kis_gyro,9446,9820,374,62570,62588
912,icosahedron_kis_gyro,9022,9453,431,62038,62091
913,icosahedron_kis_gyro,9670,10109,439,62757,62762
914,icosahedron_kis_gyro,10632,11088,456,63420,63426
915,icosahedron_kis_gyro,9042,9642,600,60858,60983
916,icosahedron_kis_gyro,8428,8945,517,61845,61762
917,icosahedron_kis_gyro,9049,9624,575,63066,63139
918,icosahedron_kis_gyro,8365,8911,546,61777,61746
919,icosahedron_kis_gyro,9125,9745,620,63221,63292
920,icosahedron_kis_gyro,9937,10537,600,63272,63249
921,icosahedron_kis_gyro,10482,11000,518,62987,62911
922,icosahedron_kis_gyro,9300,9751,451,61274,61201
923,icosahedron_kis_gyro,9834,10248,414,63044,63005
924,icosahedron_kis_gyro,9141,9436,295,61748,61642
925,icosahedron_kis_gyro,9916,10214,298,63234,63236
926,icosahedron_kis_gyro,10861,11148,287,63406,63387
927,icosahedron_kis_gyro,9862,10162,300,61450,61471
928,icosahedron_kis_gyro,9032,9344,312,61630,61636
929,icosahedron_kis_gyro,9554,9903,349,62692,62725
930,icosahedron_kis_gyro,9058,9399,341,61964,61949
931,icosahedron_kis_gyro,9532,9955,423,62935,63011
932,icosahedron_kis_gyro,11439,11799,360,64369,64293
933,icosahedron_kis_gyro,13753,14445,692,64766,65099
934,icosahedron_kis_gyro,13262,13938,676,61967,61950
935,icosahedron_kis_gyro,13836,14677,841,63033,63197
936,icosahedron_kis_gyro,13496,14273,777,62174,62102
937,icosahedron_kis_gyro,14077,15092,1015,63040,63264
938,icosahedron_kis_gyro,15341,16270,929,63722,63623
939,icosahedron_kis_gyro,10879,11876,997,57985,58062
940,icosahedron_kis_gyro,11035,11805,770,62618,62389
941,icosahedron_kis_gyro,14640,15389,749,66065,66044
942,icosahedron_kis_gyro,15201,16312,1111,63022,63383
943,icosahedron_kis_gyro,15696,17035,1339,62955,63179
944,icosahedron_kis_gyro,18517,20035,1518,65281,65461
945,icosahedron_kis_gyro,16403,17491,1088,60022,59626
946,icosahedron_kis_gyro,15761,16832,1071,61809,61791
947,icosahedron_kis_gyro,14826,15911,1085,61519,61531
948,icosahedron_kis_gyro,13691,14822,1131,61324,61361
949,icosahedron_kis_gyro,15510,16692,1182,64278,64325
950,icosahedron_kis_gyro,15875,17074,1199,62879,62887
951,icosahedron_kis_gyro,12388,14489,2101,58971,59860
952,icosahedron_kis_gyro,11013,12969,1956,61084,60934
953,icosahedron_kis_gyro,12259,14323,2064,63708,63798
954,icosahedron_kis_gyro,10965,12969,2004,61168,61105
955,icosahedron_kis_gyro,12035,14115,2080,63531,63605
956,icosahedron_kis_gyro,14246,16322,2076,64671,64667
957,icosahedron_kis_gyro,27282,52130,24848,75493,98260
958,icosahedron_kis_gyro,22103,41842,19739,57278,52169
959,icosahedron_kis_gyro,21932,35730,13798,62280,56346
960,icosahedron_kis_gyro,19084,28768,9684,59612,55496
961,icosahedron_kis_gyro,18564,25527,6963,61636,58924
962,icosahedron_kis_gyro,24314,30770,6456,68211,67704
963,icosahedron_kis_gyro,25713,28318,2605,63904,60053
964,icosahedron_kis_gyro,24786,27396,2610,61535,61534
965,icosahedron_kis_gyro,24644,27211,2567,62318,62271
966,icosahedron_kis_gyro,25120,27666,2546,62935,62915
967,icosahedron_kis_gyro,25961,28623,2662,63303,63417
968,icosahedron_kis_gyro,29161,31886,2725,65660,65718
969,icosahedron_kis_gyro,22802,27898,5096,56098,58459
970,icosahedron_kis_gyro,22227,27077,4850,61883,61636
971,icosahedron_kis_gyro,20662,26082,5420,60901,61465
972,icosahedron_kis_gyro,20101,25074,4973,61901,61449
973,icosahedron_kis_gyro,20271,25567,5296,62629,62951
974,icosahedron_kis_gyro,27685,32439,4754,69881,69321
975,icosahedron_kis_gyro,24956,30074,5118,59705,60087
976,icosahedron_kis_gyro,24647,28878,4231,62143,61255
977,icosahedron_kis_gyro,23998,28213,4215,61551,61553
978,icosahedron_kis_gyro,24237,27605,3368,62677,61851
979,icosahedron_kis_gyro,23926,27252,3326,62144,62106
980,icosahedron_kis_gyro,25900,28942,3042,64438,64156
981,icosahedron_kis_gyro,14658,17988,3330,51212,51496
982,icosahedron_kis_gyro,15390,18737,3347,63193,63209
983,icosahedron_kis_gyro,14685,18029,3344,61761,61751
984,icosahedron_kis_gyro,15631,18902,3271,63412,63332
985,icosahedron_kis_gyro,14764,18235,3471,61593,61773
986,icosahedron_kis_gyro,15887,19335,3448,63585,63543
987,icosahedron_kis_gyro,15935,19288,3353,62509,62429
988,icosahedron_kis_gyro,16283,19931,3648,62807,63102
989,icosahedron_kis_gyro,16184,19681,3497,62363,62196
990,icosahedron_kis_gyro,17431,21082,3651,63760,63915
991,icosahedron_kis_gyro,15700,19815,4115,60729,61192
992,icosahedron_kis_gyro,16709,20207,3498,63469,62852
993,icosahedron_kis_gyro,15915,19469,3554,61319,61371
994,icosahedron_kis_gyro,16636,20518,3882,63181,63509
995,icosahedron_kis_gyro,16809,20031,3222,62640,61972
996,icosahedron_kis_gyro,16651,20200,3549,62303,62626
997,icosahedron_kis_gyro,18036,21850,3814,63846,64110
998,icosahedron_kis_gyro,15823,19315,3492,60248,59923
999,icosahedron_kis_gyro,16896,20269,3373,63534,63413
1000,icosahedron_kis_gyro,15306,19159,3853,60861,61349
1001,icosahedron_kis_gyro,17523,21054,3531,64678,64354
1002,icosahedron_kis_gyro,15000,18799,3799,59939,60205
1003,icosahedron_kis_gyro,16250,19716,3466,63709,63374
1004,icosahedron_kis_gyro,15082,18700,3618,61346,61498
1005,icosahedron_kis_gyro,15716,19339,3623,63091,63098
1006,icosahedron_kis_gyro,14717,18030,3313,61457,61148
1007,icosahedron_kis_gyro,15533,19101,3568,63269,63530
1008,icosahedron_kis_gyro,15019,18169,3150,61942,61526
1009,icosahedron_kis_gyro,15560,18868,3308,62718,62877
1010,icosahedron_kis_gyro,14784,18025,3241,61685,61615
1011,icosahedron_kis_gyro,15510,18933,3423,63189,63366
1012,icosahedron_kis_gyro,14800,17963,3163,61748,61482
1013,icosahedron_kis_gyro,15297,18607,3310,62958,63102
1014,icosahedron_kis_gyro,14941,18196,3255,62106,62049
1015,icosahedron_kis_gyro,15502,18904,3402,63021,63138
1016,icosahedron_kis_gyro,14794,18141,3347,61754,61695
1017,icosahedron_kis_gyro,15389,18743,3354,63056,63061
1018,icosahedron_kis_gyro,14964,18282,3318,62095,62051
1019,icosahedron_kis_gyro,15327,18695,3368,62824,62873
1020,icosahedron_kis_gyro,15157,18455,3298,62289,62218
1021,icosahedron_kis_gyro,15755,19043,3288,63049,63048
1022,icosahedron_kis_gyro,16005,19262,3257,62710,62678
1023,icosahedron_kis_gyro,15960,19190,3230,62416,62386
1024,truncatedIcosidodecahedron_truncate50d_ambo_dual,2446,2489,43,48947,45757
1025,truncatedIcosidodecahedron_truncate50d_ambo_dual,11215,11736,521,70939,71414
1026,truncatedIcosidodecahedron_truncate50d_ambo_dual,10820,11353,533,62066,62071
1027,truncatedIcosidodecahedron_truncate50d_ambo_dual,11145,11696,551,62779,62801
1028,truncatedIcosidodecahedron_truncate50d_ambo_dual,12952,13475,523,64267,64233
1029,truncatedIcosidodecahedron_truncate50d_ambo_dual,15967,17081,1114,65471,66052
1030,truncatedIcosidodecahedron_truncate50d_ambo_dual,15829,17072,1243,62322,62445
1031,truncatedIcosidodecahedron_truncate50d_ambo_dual,16713,18268,1555,63399,63701
