frame,shape,before_render_us,after_render_us,delta_render_us,before_wall_us,after_wall_us
2,dodecahedron_hk62_ambo_hk62,8691,8947,256,8691,8947
3,dodecahedron_hk62_ambo_hk62,7814,8098,284,61583,61605
4,dodecahedron_hk62_ambo_hk62,8946,9263,317,63594,63623
5,dodecahedron_hk62_ambo_hk62,13147,13426,279,66660,66621
6,dodecahedron_hk62_ambo_hk62,14551,14734,183,63865,63757
7,dodecahedron_hk62_ambo_hk62,12115,12293,178,60024,60011
8,dodecahedron_hk62_ambo_hk62,13441,13629,188,63778,63794
9,dodecahedron_hk62_ambo_hk62,13791,14103,312,62802,62934
10,dodecahedron_hk62_ambo_hk62,14595,14811,216,63265,63168
11,dodecahedron_hk62_ambo_hk62,14252,14465,213,62118,62113
12,dodecahedron_hk62_ambo_hk62,17457,17624,167,65666,65619
13,dodecahedron_hk62_ambo_hk62,16235,16528,293,61229,61348
14,dodecahedron_hk62_ambo_hk62,16060,16326,266,62337,62300
15,dodecahedron_hk62_ambo_hk62,14842,15195,353,61243,61320
16,dodecahedron_hk62_ambo_hk62,14542,14864,322,62167,62116
17,dodecahedron_hk62_ambo_hk62,13800,14155,355,61361,61401
18,dodecahedron_hk62_ambo_hk62,18428,18893,465,67089,67191
19,dodecahedron_hk62_ambo_hk62,22631,23212,581,66653,66762
20,dodecahedron_hk62_ambo_hk62,21329,21862,533,61152,61107
21,dodecahedron_hk62_ambo_hk62,19801,20093,292,60936,60690
22,dodecahedron_hk62_ambo_hk62,21331,21526,195,63992,63892
23,dodecahedron_hk62_ambo_hk62,20927,21175,248,62057,62106
24,dodecahedron_hk62_ambo_hk62,21910,22200,290,63443,63484
25,dodecahedron_hk62_ambo_hk62,22155,22468,313,62707,62727
26,dodecahedron_hk62_ambo_hk62,21968,22765,797,62274,62757
27,dodecahedron_hk62_ambo_hk62,19663,20457,794,60208,60153
28,dodecahedron_hk62_ambo_hk62,20106,20900,794,62899,62957
29,dodecahedron_hk62_ambo_hk62,19818,20686,868,62180,62246
30,dodecahedron_hk62_ambo_hk62,20148,20928,780,62790,62701
31,dodecahedron_hk62_ambo_hk62,20108,20836,728,62419,62366
32,dodecahedron_hk62_ambo_hk62,20498,21205,707,62852,62829
33,dodecahedron_hk62_ambo_hk62,20492,21268,776,62103,62180
34,dodecahedron_hk62_ambo_hk62,21797,22537,740,63765,63728
35,dodecahedron_hk62_ambo_hk62,20854,21594,740,61517,61507
36,dodecahedron_hk62_ambo_hk62,22471,23315,844,64079,64180
37,dodecahedron_hk62_ambo_hk62,21459,22213,754,61449,61355
38,dodecahedron_hk62_ambo_hk62,21890,22767,877,62893,63013
39,dodecahedron_hk62_ambo_hk62,21770,22645,875,62342,62343
40,dodecahedron_hk62_ambo_hk62,23003,23757,754,63694,63572
41,dodecahedron_hk62_ambo_hk62,22755,23539,784,62267,62296
42,dodecahedron_hk62_ambo_hk62,22384,23289,905,62089,62210
43,dodecahedron_hk62_ambo_hk62,22243,23004,761,62327,62175
44,dodecahedron_hk62_ambo_hk62,23378,24200,822,63598,63656
45,dodecahedron_hk62_ambo_hk62,22753,23653,900,61836,61912
46,dodecahedron_hk62_ambo_hk62,22209,22979,770,61917,61786
47,dodecahedron_hk62_ambo_hk62,22537,23318,781,62786,62786
48,dodecahedron_hk62_ambo_hk62,22297,23168,871,62214,62310
49,dodecahedron_hk62_ambo_hk62,22988,23816,828,62869,62821
50,dodecahedron_hk62_ambo_hk62,20934,21611,677,60397,60256
51,dodecahedron_hk62_ambo_hk62,22164,22864,700,63691,63709
52,dodecahedron_hk62_ambo_hk62,21517,22276,759,61813,61870
53,dodecahedron_hk62_ambo_hk62,21937,22757,820,62889,62938
54,dodecahedron_hk62_ambo_hk62,21413,22177,764,61940,61877
55,dodecahedron_hk62_ambo_hk62,21136,21932,796,62238,62269
56,dodecahedron_hk62_ambo_hk62,21067,21847,780,62394,62373
57,dodecahedron_hk62_ambo_hk62,21166,21983,817,62559,62596
58,dodecahedron_hk62_ambo_hk62,20885,21683,798,62177,62157
59,dodecahedron_hk62_ambo_hk62,20804,21562,758,62381,62327
60,dodecahedron_hk62_ambo_hk62,20845,21722,877,62491,62619
61,dodecahedron_hk62_ambo_hk62,20530,21297,767,62145,62033
62,dodecahedron_hk62_ambo_hk62,20751,21599,848,62681,62760
63,dodecahedron_hk62_ambo_hk62,20359,21194,835,62068,62053
64,dodecahedron_hk62_ambo_hk62,21219,21998,779,63312,63264
65,dodecahedron_hk62_ambo_hk62,19910,20676,766,60867,60851
66,dodecahedron_hk62_ambo_hk62,21213,21893,680,63765,63677
67,dodecahedron_hk62_ambo_hk62,20265,20996,731,61514,61560
68,dodecahedron_hk62_ambo_hk62,21421,22155,734,63672,63673
69,dodecahedron_hk62_ambo_hk62,20292,21032,740,61333,61334
70,truncatedIcosahedron_hk58_chamfer63,2028,2018,-10,44198,43442
71,truncatedIcosahedron_hk58_chamfer63,9709,10079,370,70140,70516
72,truncatedIcosahedron_hk58_chamfer63,9888,10234,346,62641,62614
73,truncatedIcosahedron_hk58_chamfer63,9684,10065,381,62258,62288
74,truncatedIcosahedron_hk58_chamfer63,11197,11626,429,63974,64019
75,truncatedIcosahedron_hk58_chamfer63,17948,18370,422,69201,69195
76,truncatedIcosahedron_hk58_chamfer63,17552,17887,335,62065,61978
77,truncatedIcosahedron_hk58_chamfer63,16690,17011,321,61600,61582
78,truncatedIcosahedron_hk58_chamfer63,18002,18101,99,63779,63549
79,truncatedIcosahedron_hk58_chamfer63,16439,17040,601,60898,61399
80,truncatedIcosahedron_hk58_chamfer63,16804,17211,407,62826,62631
81,truncatedIcosahedron_hk58_chamfer63,16661,17066,405,61971,61961
82,truncatedIcosahedron_hk58_chamfer63,24483,24886,403,70338,70335
83,truncatedIcosahedron_hk58_chamfer63,28340,30026,1686,66296,67585
84,truncatedIcosahedron_hk58_chamfer63,27805,29526,1721,61919,61949
85,truncatedIcosahedron_hk58_chamfer63,26274,28062,1788,60925,60988
86,truncatedIcosahedron_hk58_chamfer63,26477,28297,1820,62660,62684
87,truncatedIcosahedron_hk58_chamfer63,26934,28903,1969,62915,63056
88,truncatedIcosahedron_hk58_chamfer63,28956,30848,1892,64481,64394
89,truncatedIcosahedron_hk58_chamfer63,25906,27920,2014,59407,59519
90,truncatedIcosahedron_hk58_chamfer63,26181,28115,1934,62737,62639
91,truncatedIcosahedron_hk58_chamfer63,26173,28042,1869,62459,62378
92,truncatedIcosahedron_hk58_chamfer63,26125,28240,2115,62412,62650
93,truncatedIcosahedron_hk58_chamfer63,26250,28107,1857,62591,62316
94,truncatedIcosahedron_hk58_chamfer63,26833,28844,2011,63044,63198
95,truncatedIcosahedron_hk58_chamfer63,26554,28337,1783,62242,62007
96,truncatedIcosahedron_hk58_chamfer63,27224,29149,1925,63132,63270
97,truncatedIcosahedron_hk58_chamfer63,27219,29373,2154,62103,62331
98,truncatedIcosahedron_hk58_chamfer63,28512,30528,2016,63752,63613
99,truncatedIcosahedron_hk58_chamfer63,27407,29240,1833,61362,61169
100,truncatedIcosahedron_hk58_chamfer63,27973,29879,1906,63027,63099
101,truncatedIcosahedron_hk58_chamfer63,28306,30103,1797,62801,62682
102,truncatedIcosahedron_hk58_chamfer63,29002,30929,1927,63157,63286
103,truncatedIcosahedron_hk58_chamfer63,27243,28955,1712,60708,60468
104,truncatedIcosahedron_hk58_chamfer63,28823,30976,2153,64043,64479
105,truncatedIcosahedron_hk58_chamfer63,28891,30759,1868,62529,62243
106,truncatedIcosahedron_hk58_chamfer63,29103,31108,2005,62673,62808
107,truncatedIcosahedron_hk58_chamfer63,28319,30033,1714,61676,61366
108,truncatedIcosahedron_hk58_chamfer63,28806,30948,2142,62948,63373
109,truncatedIcosahedron_hk58_chamfer63,28592,30490,1898,62301,62054
110,truncatedIcosahedron_hk58_chamfer63,28072,30100,2028,61941,62070
111,truncatedIcosahedron_hk58_chamfer63,28198,29956,1758,62587,62316
112,truncatedIcosahedron_hk58_chamfer63,27570,29390,1820,61823,61892
113,truncatedIcosahedron_hk58_chamfer63,28014,29777,1763,62615,62556
114,truncatedIcosahedron_hk58_chamfer63,27414,29207,1793,61861,61890
115,truncatedIcosahedron_hk58_chamfer63,27566,29334,1768,62613,62585
116,truncatedIcosahedron_hk58_chamfer63,27463,29239,1776,62352,62362
117,truncatedIcosahedron_hk58_chamfer63,27040,28905,1865,62037,62126
118,truncatedIcosahedron_hk58_chamfer63,27208,29011,1803,62628,62565
119,truncatedIcosahedron_hk58_chamfer63,26699,28497,1798,61951,61944
120,truncatedIcosahedron_hk58_chamfer63,26793,28610,1817,62550,62568
121,truncatedIcosahedron_hk58_chamfer63,26360,28325,1965,62028,62144
122,truncatedIcosahedron_hk58_chamfer63,26646,28520,1874,62803,62691
123,truncatedIcosahedron_hk58_chamfer63,26083,27932,1849,61899,61870
124,truncatedIcosahedron_hk58_chamfer63,26359,28297,1938,62736,62825
125,truncatedIcosahedron_hk58_chamfer63,25728,27592,1864,61831,61754
126,truncatedIcosahedron_hk58_chamfer63,26120,28052,1932,62854,62920
127,truncatedIcosahedron_hk58_chamfer63,25904,27839,1935,62244,62247
128,truncatedIcosahedron_hk58_chamfer63,26234,27984,1750,62790,62605
129,truncatedIcosahedron_hk58_chamfer63,26520,28494,1974,62474,62684
130,truncatedIcosahedron_hk58_chamfer63,26624,28480,1856,62565,62444
131,truncatedIcosahedron_hk58_chamfer63,26260,28264,2004,62096,62243
132,dodecahedron_ambo_bevel33_relax_hk66,1757,1747,-10,37958,35942
133,dodecahedron_ambo_bevel33_relax_hk66,7554,7760,206,68257,68473
134,dodecahedron_ambo_bevel33_relax_hk66,7992,8234,242,62900,62935
135,dodecahedron_ambo_bevel33_relax_hk66,7524,7752,228,61975,61967
136,dodecahedron_ambo_bevel33_relax_hk66,7983,8200,217,62975,62962
137,dodecahedron_ambo_bevel33_relax_hk66,8994,9320,326,63466,63560
138,dodecahedron_ambo_bevel33_relax_hk66,9249,9581,332,62709,62719
139,dodecahedron_ambo_bevel33_relax_hk66,8966,9276,310,62176,62146
140,dodecahedron_ambo_bevel33_relax_hk66,9498,9939,441,62992,63118
141,dodecahedron_ambo_bevel33_relax_hk66,9512,9948,436,62474,62460
142,dodecahedron_ambo_bevel33_relax_hk66,12064,12541,477,65002,65037
143,dodecahedron_ambo_bevel33_relax_hk66,10458,10915,457,60852,60821
144,dodecahedron_ambo_bevel33_relax_hk66,10470,10944,474,62471,62483
145,dodecahedron_ambo_bevel33_relax_hk66,10033,10453,420,61666,61611
146,dodecahedron_ambo_bevel33_relax_hk66,10103,10541,438,62531,62543
147,dodecahedron_ambo_bevel33_relax_hk66,10362,10919,557,62719,62835
148,dodecahedron_ambo_bevel33_relax_hk66,13231,13649,418,65330,65188
149,dodecahedron_ambo_bevel33_relax_hk66,12365,13123,758,61589,61922
150,dodecahedron_ambo_bevel33_relax_hk66,11822,12541,719,61972,61931
151,dodecahedron_ambo_bevel33_relax_hk66,12444,13285,841,63083,63190
152,dodecahedron_ambo_bevel33_relax_hk66,11946,12754,808,61962,61924
153,dodecahedron_ambo_bevel33_relax_hk66,12697,13581,884,63211,63286
154,dodecahedron_ambo_bevel33_relax_hk66,15482,16328,846,65247,65200
155,dodecahedron_ambo_bevel33_relax_hk66,12764,13695,931,59736,59817
156,dodecahedron_ambo_bevel33_relax_hk66,12381,13162,781,62078,61926
157,dodecahedron_ambo_bevel33_relax_hk66,12859,13756,897,62938,63050
158,dodecahedron_ambo_bevel33_relax_hk66,20347,21138,791,69949,69841
159,dodecahedron_ambo_bevel33_relax_hk66,28114,28966,852,70210,70279
160,dodecahedron_ambo_bevel33_relax_hk66,26110,26937,827,60458,60431
161,dodecahedron_ambo_bevel33_relax_hk66,26646,27043,397,62707,62287
162,dodecahedron_ambo_bevel33_relax_hk66,25818,26090,272,61633,61506
163,dodecahedron_ambo_bevel33_relax_hk66,27153,27469,316,63851,63893
164,dodecahedron_ambo_bevel33_relax_hk66,25847,27011,1164,61156,62002
165,dodecahedron_ambo_bevel33_relax_hk66,26176,27576,1400,62789,63025
166,dodecahedron_ambo_bevel33_relax_hk66,27647,29106,1459,63932,63990
167,dodecahedron_ambo_bevel33_relax_hk66,25458,26953,1495,60271,60300
168,dodecahedron_ambo_bevel33_relax_hk66,25275,26761,1486,62281,62260
169,dodecahedron_ambo_bevel33_relax_hk66,25426,26937,1511,62612,62628
170,dodecahedron_ambo_bevel33_relax_hk66,25257,26683,1426,62299,62206
171,dodecahedron_ambo_bevel33_relax_hk66,25568,27036,1468,62779,62805
172,dodecahedron_ambo_bevel33_relax_hk66,25535,27077,1542,62417,62501
173,dodecahedron_ambo_bevel33_relax_hk66,26044,27514,1470,62969,62897
174,dodecahedron_ambo_bevel33_relax_hk66,25629,27111,1482,62046,62055
175,dodecahedron_ambo_bevel33_relax_hk66,26361,27963,1602,63191,63310
176,dodecahedron_ambo_bevel33_relax_hk66,25811,27304,1493,61911,61799
177,dodecahedron_ambo_bevel33_relax_hk66,27522,29196,1674,63876,64055
178,dodecahedron_ambo_bevel33_relax_hk66,25993,27529,1536,60932,60792
179,dodecahedron_ambo_bevel33_relax_hk66,28850,30521,1671,65318,65450
180,dodecahedron_ambo_bevel33_relax_hk66,26219,27716,1497,59829,59653
181,dodecahedron_ambo_bevel33_relax_hk66,28877,30464,1587,65117,65208
182,dodecahedron_ambo_bevel33_relax_hk66,27003,28604,1601,60587,60598
183,dodecahedron_ambo_bevel33_relax_hk66,28682,30350,1668,64141,64200
184,dodecahedron_ambo_bevel33_relax_hk66,27696,29152,1456,61477,61249
185,dodecahedron_ambo_bevel33_relax_hk66,30325,32002,1677,65090,65310
186,dodecahedron_ambo_bevel33_relax_hk66,28238,29802,1564,60374,60260
187,dodecahedron_ambo_bevel33_relax_hk66,29196,30820,1624,63418,63477
188,dodecahedron_ambo_bevel33_relax_hk66,27789,29250,1461,61054,60889
189,dodecahedron_ambo_bevel33_relax_hk66,28867,30440,1573,63539,63647
190,dodecahedron_ambo_bevel33_relax_hk66,28228,29732,1504,61876,61806
191,dodecahedron_ambo_bevel33_relax_hk66,27137,28619,1482,61364,61345
192,dodecahedron_ambo_bevel33_relax_hk66,27804,29301,1497,63127,63132
193,dodecahedron_ambo_bevel33_relax_hk66,27100,28552,1452,61485,61418
194,dodecahedron_ambo_bevel33_relax_hk66,27507,29110,1603,62867,63010
195,dodecahedron_ambo_bevel33_relax_hk66,26173,27482,1309,61126,60829
196,dodecahedron_ambo_bevel33_relax_hk66,26971,28414,1443,63260,63389
197,dodecahedron_ambo_bevel33_relax_hk66,25933,27351,1418,61406,61394
198,dodecahedron_ambo_bevel33_relax_hk66,26456,27888,1432,62979,62991
199,dodecahedron_ambo_bevel33_relax_hk66,25381,26864,1483,61382,61428
200,dodecahedron_ambo_bevel33_relax_hk66,26133,27653,1520,63211,63239
201,dodecahedron_ambo_bevel33_relax_hk66,25222,26683,1461,61547,61488
202,dodecahedron_ambo_bevel33_relax_hk66,25794,27243,1449,63032,63020
203,dodecahedron_ambo_bevel33_relax_hk66,25014,26481,1467,61682,61697
204,dodecahedron_ambo_bevel33_relax_hk66,25785,27165,1380,63287,63187
205,dodecahedron_ambo_bevel33_relax_hk66,25306,26759,1453,61983,62051
206,dodecahedron_ambo_bevel33_relax_hk66,25651,27108,1457,62807,62807
207,dodecahedron_ambo_bevel33_relax_hk66,25584,26971,1387,62395,62321
208,dodecahedron_ambo_bevel33_relax_hk66,25750,27273,1523,62625,62762
209,dodecahedron_ambo_bevel33_relax_hk66,25612,27070,1458,62051,61967
210,truncatedIcosahedron_ambo_relax_truncate33_hk64,2025,2057,32,38874,37446
211,truncatedIcosahedron_ambo_relax_truncate33_hk64,9427,9843,416,69871,70240
212,truncatedIcosahedron_ambo_relax_truncate33_hk64,9747,10150,403,62781,62765
213,truncatedIcosahedron_ambo_relax_truncate33_hk64,9262,9657,395,61982,61965
214,truncatedIcosahedron_ambo_relax_truncate33_hk64,10343,10784,441,63542,63587
215,truncatedIcosahedron_ambo_relax_truncate33_hk64,12014,12636,622,64136,64301
216,truncatedIcosahedron_ambo_relax_truncate33_hk64,12405,13035,630,62853,62852
217,truncatedIcosahedron_ambo_relax_truncate33_hk64,11931,12742,811,62042,62215
218,truncatedIcosahedron_ambo_relax_truncate33_hk64,12696,13516,820,63226,63232
219,truncatedIcosahedron_ambo_relax_truncate33_hk64,12534,13411,877,62298,62349
220,truncatedIcosahedron_ambo_relax_truncate33_hk64,15530,16346,816,65458,65387
221,truncatedIcosahedron_ambo_relax_truncate33_hk64,10556,11439,883,57479,57545
222,truncatedIcosahedron_ambo_relax_truncate33_hk64,10854,11700,846,62758,62719
223,truncatedIcosahedron_ambo_relax_truncate33_hk64,10452,11289,837,62060,62047
224,truncatedIcosahedron_ambo_relax_truncate33_hk64,14438,15360,922,66454,66531
225,truncatedIcosahedron_ambo_relax_truncate33_hk64,14702,15562,860,62361,62299
226,truncatedIcosahedron_ambo_relax_truncate33_hk64,14686,15524,838,62446,62413
227,truncatedIcosahedron_ambo_relax_truncate33_hk64,14340,15232,892,62113,62164
228,truncatedIcosahedron_ambo_relax_truncate33_hk64,14283,15140,857,62404,62365
229,truncatedIcosahedron_ambo_relax_truncate33_hk64,14223,15170,947,62390,62475
230,truncatedIcosahedron_ambo_relax_truncate33_hk64,25392,26337,945,73629,73614
231,truncatedIcosahedron_ambo_relax_truncate33_hk64,32046,33110,1064,69161,69275
232,truncatedIcosahedron_ambo_relax_truncate33_hk64,31215,32230,1015,61636,61579
233,truncatedIcosahedron_ambo_relax_truncate33_hk64,30083,30741,658,61318,60968
234,truncatedIcosahedron_ambo_relax_truncate33_hk64,29676,30161,485,62055,61877
235,truncatedIcosahedron_ambo_relax_truncate33_hk64,30164,30758,594,62949,63057
236,truncatedIcosahedron_ambo_relax_truncate33_hk64,30295,31030,735,62592,62732
237,truncatedIcosahedron_ambo_relax_truncate33_hk64,31253,32429,1176,63419,63858
238,truncatedIcosahedron_ambo_relax_truncate33_hk64,31785,33486,1701,62993,63515
239,truncatedIcosahedron_ambo_relax_truncate33_hk64,29432,31281,1849,60106,60246
240,truncatedIcosahedron_ambo_relax_truncate33_hk64,28958,30712,1754,61988,61888
241,truncatedIcosahedron_ambo_relax_truncate33_hk64,29565,31411,1846,62715,62807
242,truncatedIcosahedron_ambo_relax_truncate33_hk64,29225,31000,1775,62122,62050
243,truncatedIcosahedron_ambo_relax_truncate33_hk64,30037,31920,1883,63271,63370
244,truncatedIcosahedron_ambo_relax_truncate33_hk64,29767,31576,1809,62251,62106
245,truncatedIcosahedron_ambo_relax_truncate33_hk64,30579,32452,1873,63279,63387
246,truncatedIcosahedron_ambo_relax_truncate33_hk64,29910,31752,1842,61797,61760
247,truncatedIcosahedron_ambo_relax_truncate33_hk64,31225,33113,1888,63763,63819
248,truncatedIcosahedron_ambo_relax_truncate33_hk64,30546,32421,1875,61782,61765
249,truncatedIcosahedron_ambo_relax_truncate33_hk64,31595,33488,1893,63511,63524
250,truncatedIcosahedron_ambo_relax_truncate33_hk64,30932,32774,1842,61797,61746
251,truncatedIcosahedron_ambo_relax_truncate33_hk64,32037,34007,1970,63549,63694
252,truncatedIcosahedron_ambo_relax_truncate33_hk64,31347,33181,1834,61772,61634
253,truncatedIcosahedron_ambo_relax_truncate33_hk64,32817,34847,2030,63931,64124
254,truncatedIcosahedron_ambo_relax_truncate33_hk64,31783,33642,1859,61428,61255
255,truncatedIcosahedron_ambo_relax_truncate33_hk64,33387,35275,1888,64067,64091
256,truncatedIcosahedron_ambo_relax_truncate33_hk64,32331,34186,1855,61393,61371
257,truncatedIcosahedron_ambo_relax_truncate33_hk64,33818,35820,2002,63662,63803
258,truncatedIcosahedron_ambo_relax_truncate33_hk64,32824,34673,1849,61509,61367
259,truncatedIcosahedron_ambo_relax_truncate33_hk64,33651,35564,1913,63288,63340
260,truncatedIcosahedron_ambo_relax_truncate33_hk64,32271,34117,1846,61081,61003
261,truncatedIcosahedron_ambo_relax_truncate33_hk64,33807,35732,1925,63997,64074
262,truncatedIcosahedron_ambo_relax_truncate33_hk64,32185,34061,1876,60828,60789
263,truncatedIcosahedron_ambo_relax_truncate33_hk64,32926,34807,1881,63190,63198
264,truncatedIcosahedron_ambo_relax_truncate33_hk64,31559,33434,1875,61095,61086
265,truncatedIcosahedron_ambo_relax_truncate33_hk64,32519,34383,1864,63419,63407
266,truncatedIcosahedron_ambo_relax_truncate33_hk64,30745,32501,1756,60674,60577
267,truncatedIcosahedron_ambo_relax_truncate33_hk64,31781,33710,1929,63497,63669
268,truncatedIcosahedron_ambo_relax_truncate33_hk64,30399,32334,1935,61079,61084
269,truncatedIcosahedron_ambo_relax_truncate33_hk64,30730,32583,1853,62791,62707
270,truncatedIcosahedron_ambo_relax_truncate33_hk64,29584,31386,1802,61313,61261
271,truncatedIcosahedron_ambo_relax_truncate33_hk64,30330,32220,1890,63207,63291
272,truncatedIcosahedron_ambo_relax_truncate33_hk64,29182,31034,1852,61369,61329
273,truncatedIcosahedron_ambo_relax_truncate33_hk64,30145,31963,1818,63152,63097
274,truncatedIcosahedron_ambo_relax_truncate33_hk64,28746,30523,1777,61062,61018
275,truncatedIcosahedron_ambo_relax_truncate33_hk64,29847,31715,1868,63564,63650
276,truncatedIcosahedron_ambo_relax_truncate33_hk64,28626,30431,1805,61240,61174
277,truncatedIcosahedron_ambo_relax_truncate33_hk64,29891,31741,1850,63727,63770
278,truncatedIcosahedron_ambo_relax_truncate33_hk64,28622,30416,1794,61192,61135
279,truncatedIcosahedron_ambo_relax_truncate33_hk64,30113,31916,1803,63952,63964
280,truncatedIcosahedron_ambo_relax_truncate33_hk64,28912,30707,1795,61260,61249
281,truncatedIcosahedron_ambo_relax_truncate33_hk64,30140,32042,1902,63689,63795
282,dodecahedron_bevel2_relax_gyro,1772,1720,-52,34100,32136
283,dodecahedron_bevel2_relax_gyro,8093,8362,269,68791,69084
284,dodecahedron_bevel2_relax_gyro,8545,8830,285,62913,62924
285,dodecahedron_bevel2_relax_gyro,8014,8270,256,61982,61951
286,dodecahedron_bevel2_relax_gyro,8510,8844,334,62956,63034
287,dodecahedron_bevel2_relax_gyro,9441,9788,347,63391,63387
288,dodecahedron_bevel2_relax_gyro,9891,10253,362,62910,62904
289,dodecahedron_bevel2_relax_gyro,9291,9643,352,61508,61491
290,dodecahedron_bevel2_relax_gyro,9999,10449,450,63166,63260
291,dodecahedron_bevel2_relax_gyro,9748,10274,526,62208,62278
292,dodecahedron_bevel2_relax_gyro,12384,12856,472,65098,65035
293,dodecahedron_bevel2_relax_gyro,10852,11333,481,60919,60931
294,dodecahedron_bevel2_relax_gyro,11157,11579,422,62760,62699
295,dodecahedron_bevel2_relax_gyro,10572,11022,450,61876,61898
296,dodecahedron_bevel2_relax_gyro,10826,11256,430,62714,62688
297,dodecahedron_bevel2_relax_gyro,10328,10871,543,61957,62060
298,dodecahedron_bevel2_relax_gyro,12810,13274,464,64940,64859
299,dodecahedron_bevel2_relax_gyro,10252,10801,549,59950,60036
300,dodecahedron_bevel2_relax_gyro,10852,11336,484,63057,62995
301,dodecahedron_bevel2_relax_gyro,10285,10726,441,61897,61849
302,dodecahedron_bevel2_relax_gyro,15961,16508,547,68144,68239
303,dodecahedron_bevel2_relax_gyro,19314,32802,13488,65804,78746
304,dodecahedron_bevel2_relax_gyro,20647,29005,8358,63796,58661
305,dodecahedron_bevel2_relax_gyro,19470,25133,5663,60995,58304
306,dodecahedron_bevel2_relax_gyro,21361,27036,5675,64353,64350
307,dodecahedron_bevel2_relax_gyro,21180,28048,6868,62281,63469
308,dodecahedron_bevel2_relax_gyro,34685,42440,7755,75968,76851
309,dodecahedron_bevel2_relax_gyro,33735,37764,4029,61473,57768
310,dodecahedron_bevel2_relax_gyro,34234,38371,4137,62957,63054
311,dodecahedron_bevel2_relax_gyro,32439,36548,4109,60665,60635
312,dodecahedron_bevel2_relax_gyro,33260,37436,4176,63336,63398
313,dodecahedron_bevel2_relax_gyro,32418,36730,4312,61620,61752
314,dodecahedron_bevel2_relax_gyro,37697,42147,4450,67740,67877
315,dodecahedron_bevel2_relax_gyro,26292,33406,7114,51048,53717
316,dodecahedron_bevel2_relax_gyro,26771,33837,7066,62941,62879
317,dodecahedron_bevel2_relax_gyro,26411,33104,6693,62101,61714
318,dodecahedron_bevel2_relax_gyro,26967,33826,6859,63019,63181
319,dodecahedron_bevel2_relax_gyro,26754,33467,6713,62248,62090
320,dodecahedron_bevel2_relax_gyro,41003,47870,6867,76711,76863
321,dodecahedron_bevel2_relax_gyro,33901,40479,6578,55022,54760
322,dodecahedron_bevel2_relax_gyro,34357,40685,6328,62909,62661
323,dodecahedron_bevel2_relax_gyro,33643,39154,5511,61738,60927
324,dodecahedron_bevel2_relax_gyro,33783,38809,5026,62601,62111
325,dodecahedron_bevel2_relax_gyro,33279,37900,4621,61956,61550
326,dodecahedron_bevel2_relax_gyro,35202,39604,4402,64439,64216
327,dodecahedron_bevel2_relax_gyro,18208,22364,4156,45461,45212
328,dodecahedron_bevel2_relax_gyro,18650,22697,4047,62886,62784
329,dodecahedron_bevel2_relax_gyro,18088,22157,4069,61889,61912
330,dodecahedron_bevel2_relax_gyro,18581,22701,4120,62953,63003
331,dodecahedron_bevel2_relax_gyro,18206,22225,4019,62085,61974
332,dodecahedron_bevel2_relax_gyro,18609,22702,4093,62861,62935
333,dodecahedron_bevel2_relax_gyro,18452,22467,4015,62304,62223
334,dodecahedron_bevel2_relax_gyro,18828,22880,4052,62838,62871
335,dodecahedron_bevel2_relax_gyro,18713,22687,3974,62346,62265
336,dodecahedron_bevel2_relax_gyro,18921,22930,4009,62671,62703
337,dodecahedron_bevel2_relax_gyro,18850,22861,4011,62030,62045
338,dodecahedron_bevel2_relax_gyro,19046,23027,3981,62659,62625
339,dodecahedron_bevel2_relax_gyro,19227,23134,3907,62696,62618
340,dodecahedron_bevel2_relax_gyro,19261,23219,3958,62496,62545
341,dodecahedron_bevel2_relax_gyro,19015,23020,4005,62214,62260
342,dodecahedron_bevel2_relax_gyro,19301,23407,4106,62746,62848
343,dodecahedron_bevel2_relax_gyro,19271,23313,4042,62429,62354
344,dodecahedron_bevel2_relax_gyro,19306,23308,4002,62496,62452
345,dodecahedron_bevel2_relax_gyro,19163,23199,4036,62318,62351
346,dodecahedron_bevel2_relax_gyro,19278,23257,3979,62577,62516
347,dodecahedron_bevel2_relax_gyro,19246,23364,4118,62428,62566
348,dodecahedron_bevel2_relax_gyro,19244,23333,4089,62459,62435
349,dodecahedron_bevel2_relax_gyro,19150,23157,4007,62365,62283
350,dodecahedron_bevel2_relax_gyro,19306,23305,3999,62617,62609
351,dodecahedron_bevel2_relax_gyro,18929,23221,4292,62081,62375
352,dodecahedron_bevel2_relax_gyro,19076,23034,3958,62606,62274
353,dodecahedron_bevel2_relax_gyro,18962,23061,4099,62122,62264
354,dodecahedron_bevel2_relax_gyro,19157,23214,4057,62654,62605
355,dodecahedron_bevel2_relax_gyro,18739,22776,4037,62043,62021
356,dodecahedron_bevel2_relax_gyro,18787,22830,4043,62510,62513
357,dodecahedron_bevel2_relax_gyro,18848,22851,4003,62522,62480
358,dodecahedron_bevel2_relax_gyro,18789,22788,3999,62405,62391
359,dodecahedron_bevel2_relax_gyro,18720,22618,3898,62392,62290
360,dodecahedron_bevel2_relax_gyro,18743,22634,3891,62485,62476
361,dodecahedron_bevel2_relax_gyro,18850,22891,4041,62568,62715
362,dodecahedron_bevel2_relax_gyro,18817,22647,3830,62429,62216
363,dodecahedron_bevel2_relax_gyro,18695,22618,3923,62339,62428
364,dodecahedron_bevel2_relax_gyro,18622,22484,3862,62395,62326
365,dodecahedron_bevel2_relax_gyro,18681,22673,3992,62508,62646
