frame,shape,before_render_us,after_render_us,delta_render_us,before_wall_us,after_wall_us
2,dodecahedron_hk62_ambo_hk62,8725,8951,226,8725,8951
3,dodecahedron_hk62_ambo_hk62,7851,8082,231,61585,61591
4,dodecahedron_hk62_ambo_hk62,9166,9386,220,63775,63766
5,dodecahedron_hk62_ambo_hk62,13257,13532,275,66544,66602
6,dodecahedron_hk62_ambo_hk62,14615,14831,216,63815,63738
7,dodecahedron_hk62_ambo_hk62,12232,12414,182,60075,60039
8,dodecahedron_hk62_ambo_hk62,13555,13734,179,63783,63778
9,dodecahedron_hk62_ambo_hk62,13868,14206,338,62772,62930
10,dodecahedron_hk62_ambo_hk62,14710,14910,200,63293,63163
11,dodecahedron_hk62_ambo_hk62,14346,14570,224,62084,62120
12,dodecahedron_hk62_ambo_hk62,17129,17378,249,65240,65274
13,dodecahedron_hk62_ambo_hk62,16277,16582,305,61562,61695
14,dodecahedron_hk62_ambo_hk62,16087,16385,298,62324,62255
15,dodecahedron_hk62_ambo_hk62,14864,15209,345,61240,61286
16,dodecahedron_hk62_ambo_hk62,14561,14863,302,62160,62114
17,dodecahedron_hk62_ambo_hk62,13796,14193,397,61376,61473
18,dodecahedron_hk62_ambo_hk62,17833,18256,423,66498,66530
19,dodecahedron_hk62_ambo_hk62,22201,22812,611,66797,66978
20,dodecahedron_hk62_ambo_hk62,21191,21709,518,61451,61358
21,dodecahedron_hk62_ambo_hk62,19685,20014,329,60959,60762
22,dodecahedron_hk62_ambo_hk62,21170,21374,204,63946,63819
23,dodecahedron_hk62_ambo_hk62,20820,21085,265,62108,62172
24,dodecahedron_hk62_ambo_hk62,21782,22051,269,63407,63423
25,dodecahedron_hk62_ambo_hk62,22041,22366,325,62724,62775
26,dodecahedron_hk62_ambo_hk62,21576,22304,728,61992,62398
27,dodecahedron_hk62_ambo_hk62,19625,20329,704,60509,60541
28,dodecahedron_hk62_ambo_hk62,20073,20760,687,62961,62891
29,dodecahedron_hk62_ambo_hk62,19776,20524,748,62164,62230
30,dodecahedron_hk62_ambo_hk62,20146,20835,689,62836,62774
31,dodecahedron_hk62_ambo_hk62,20071,20694,623,62384,62320
32,dodecahedron_hk62_ambo_hk62,20455,21072,617,62846,62839
33,dodecahedron_hk62_ambo_hk62,20445,21108,663,62144,62172
34,dodecahedron_hk62_ambo_hk62,21768,22402,634,63786,63756
35,dodecahedron_hk62_ambo_hk62,20792,21434,642,61486,61495
36,dodecahedron_hk62_ambo_hk62,22417,23151,734,64076,64179
37,dodecahedron_hk62_ambo_hk62,21426,22060,634,61469,61368
38,dodecahedron_hk62_ambo_hk62,21844,22608,764,62880,63016
39,dodecahedron_hk62_ambo_hk62,21711,22457,746,62335,62308
40,dodecahedron_hk62_ambo_hk62,22969,23642,673,63709,63701
41,dodecahedron_hk62_ambo_hk62,22707,23368,661,62242,62186
42,dodecahedron_hk62_ambo_hk62,22328,23130,802,62088,62220
43,dodecahedron_hk62_ambo_hk62,22200,22871,671,62338,62201
44,dodecahedron_hk62_ambo_hk62,23300,24019,719,63562,63616
45,dodecahedron_hk62_ambo_hk62,22702,23498,796,61862,61939
46,dodecahedron_hk62_ambo_hk62,22122,22837,715,61882,61802
47,dodecahedron_hk62_ambo_hk62,22507,23190,683,62838,62814
48,dodecahedron_hk62_ambo_hk62,22223,22990,767,62178,62262
49,dodecahedron_hk62_ambo_hk62,22942,23675,733,62947,62893
50,dodecahedron_hk62_ambo_hk62,20836,21436,600,60356,60221
51,dodecahedron_hk62_ambo_hk62,22103,22712,609,63728,63737
52,dodecahedron_hk62_ambo_hk62,21421,22087,666,61766,61842
53,dodecahedron_hk62_ambo_hk62,21884,22585,701,62925,62960
54,dodecahedron_hk62_ambo_hk62,21287,21961,674,61861,61875
55,dodecahedron_hk62_ambo_hk62,21082,21775,693,62299,62274
56,dodecahedron_hk62_ambo_hk62,20971,21655,684,62356,62340
57,dodecahedron_hk62_ambo_hk62,21109,21832,723,62605,62639
58,dodecahedron_hk62_ambo_hk62,20764,21489,725,62116,62119
59,dodecahedron_hk62_ambo_hk62,20736,21392,656,62431,62365
60,dodecahedron_hk62_ambo_hk62,20734,21500,766,62459,62570
61,dodecahedron_hk62_ambo_hk62,20487,21151,664,62214,62111
62,dodecahedron_hk62_ambo_hk62,20692,21399,707,62674,62710
63,dodecahedron_hk62_ambo_hk62,20309,21042,733,62079,62103
64,dodecahedron_hk62_ambo_hk62,21154,21803,649,63307,63222
65,dodecahedron_hk62_ambo_hk62,19893,20583,690,60946,61000
66,dodecahedron_hk62_ambo_hk62,21161,21725,564,63727,63604
67,dodecahedron_hk62_ambo_hk62,20175,20788,613,61475,61579
68,dodecahedron_hk62_ambo_hk62,21279,21905,626,63620,63570
69,dodecahedron_hk62_ambo_hk62,20211,20816,605,61391,61369
70,truncatedIcosahedron_hk58_chamfer63,1887,1836,-51,44138,43478
71,truncatedIcosahedron_hk58_chamfer63,9736,10093,357,70303,70715
72,truncatedIcosahedron_hk58_chamfer63,9897,10192,295,62625,62561
73,truncatedIcosahedron_hk58_chamfer63,9694,10073,379,62259,62343
74,truncatedIcosahedron_hk58_chamfer63,11221,11591,370,63996,63987
75,truncatedIcosahedron_hk58_chamfer63,17978,18356,378,69187,69177
76,truncatedIcosahedron_hk58_chamfer63,17555,17906,351,62033,62008
77,truncatedIcosahedron_hk58_chamfer63,16733,17049,316,61636,61601
78,truncatedIcosahedron_hk58_chamfer63,18009,18121,112,63733,63531
79,truncatedIcosahedron_hk58_chamfer63,16445,16980,535,60895,61320
80,truncatedIcosahedron_hk58_chamfer63,16798,17168,370,62791,62648
81,truncatedIcosahedron_hk58_chamfer63,16671,17051,380,62013,62070
82,truncatedIcosahedron_hk58_chamfer63,23267,23559,292,69108,68969
83,truncatedIcosahedron_hk58_chamfer63,27884,29437,1553,67054,68321
84,truncatedIcosahedron_hk58_chamfer63,27291,28888,1597,61865,61900
85,truncatedIcosahedron_hk58_chamfer63,25833,27497,1664,61000,61050
86,truncatedIcosahedron_hk58_chamfer63,25989,27655,1666,62613,62603
87,truncatedIcosahedron_hk58_chamfer63,26669,28491,1822,63138,63281
88,truncatedIcosahedron_hk58_chamfer63,27731,29488,1757,63527,63443
89,truncatedIcosahedron_hk58_chamfer63,25674,27501,1827,60378,60473
90,truncatedIcosahedron_hk58_chamfer63,25914,27679,1765,62701,62639
91,truncatedIcosahedron_hk58_chamfer63,25660,27353,1693,62214,62135
92,truncatedIcosahedron_hk58_chamfer63,25859,27776,1917,62662,62884
93,truncatedIcosahedron_hk58_chamfer63,26026,27699,1673,62630,62383
94,truncatedIcosahedron_hk58_chamfer63,26554,28376,1822,62972,63200
95,truncatedIcosahedron_hk58_chamfer63,26326,27923,1597,62287,62008
96,truncatedIcosahedron_hk58_chamfer63,26963,28703,1740,63097,63246
97,truncatedIcosahedron_hk58_chamfer63,26989,28934,1945,62183,62378
98,truncatedIcosahedron_hk58_chamfer63,28221,30047,1826,63694,63573
99,truncatedIcosahedron_hk58_chamfer63,27162,28826,1664,61402,61240
100,truncatedIcosahedron_hk58_chamfer63,27710,29439,1729,63014,63074
101,truncatedIcosahedron_hk58_chamfer63,28056,29686,1630,62805,62714
102,truncatedIcosahedron_hk58_chamfer63,28749,30495,1746,63155,63270
103,truncatedIcosahedron_hk58_chamfer63,27033,28585,1552,60745,60551
104,truncatedIcosahedron_hk58_chamfer63,28546,30504,1958,63974,64381
105,truncatedIcosahedron_hk58_chamfer63,28649,30339,1690,62554,62296
106,truncatedIcosahedron_hk58_chamfer63,28817,30638,1821,62630,62750
107,truncatedIcosahedron_hk58_chamfer63,28084,29649,1565,61728,61470
108,truncatedIcosahedron_hk58_chamfer63,28526,30473,1947,62910,63339
109,truncatedIcosahedron_hk58_chamfer63,28333,30054,1721,62322,62042
110,truncatedIcosahedron_hk58_chamfer63,27791,29639,1848,61919,62047
111,truncatedIcosahedron_hk58_chamfer63,27966,29548,1582,62636,62369
112,truncatedIcosahedron_hk58_chamfer63,27276,28929,1653,61771,61848
113,truncatedIcosahedron_hk58_chamfer63,27777,29345,1568,62701,62623
114,truncatedIcosahedron_hk58_chamfer63,27111,28762,1651,61795,61879
115,truncatedIcosahedron_hk58_chamfer63,27307,28889,1582,62655,62589
116,truncatedIcosahedron_hk58_chamfer63,27175,28780,1605,62312,62353
117,truncatedIcosahedron_hk58_chamfer63,26786,28465,1679,62073,62145
118,truncatedIcosahedron_hk58_chamfer63,26935,28570,1635,62611,62564
119,truncatedIcosahedron_hk58_chamfer63,26426,28061,1635,61952,61958
120,truncatedIcosahedron_hk58_chamfer63,26443,28125,1682,62479,62524
121,truncatedIcosahedron_hk58_chamfer63,26112,27882,1770,62120,62217
122,truncatedIcosahedron_hk58_chamfer63,26357,28075,1718,62760,62709
123,truncatedIcosahedron_hk58_chamfer63,25875,27545,1670,61979,61931
124,truncatedIcosahedron_hk58_chamfer63,26230,27926,1696,62817,62841
125,truncatedIcosahedron_hk58_chamfer63,25503,27188,1685,61733,61723
126,truncatedIcosahedron_hk58_chamfer63,25742,27541,1799,62701,62815
127,truncatedIcosahedron_hk58_chamfer63,25686,27421,1735,62404,62348
128,truncatedIcosahedron_hk58_chamfer63,25894,27516,1622,62669,62555
129,truncatedIcosahedron_hk58_chamfer63,26198,27974,1776,62514,62666
130,truncatedIcosahedron_hk58_chamfer63,26333,28002,1669,62597,62495
131,truncatedIcosahedron_hk58_chamfer63,25946,27778,1832,62073,62238
132,dodecahedron_ambo_bevel33_relax_hk66,1525,1542,17,38040,36226
133,dodecahedron_ambo_bevel33_relax_hk66,7623,7817,194,68552,68730
134,dodecahedron_ambo_bevel33_relax_hk66,8040,8223,183,62877,62868
135,dodecahedron_ambo_bevel33_relax_hk66,7566,7765,199,61986,62055
136,dodecahedron_ambo_bevel33_relax_hk66,8127,8336,209,63077,63033
137,dodecahedron_ambo_bevel33_relax_hk66,9172,9455,283,63461,63548
138,dodecahedron_ambo_bevel33_relax_hk66,9393,9685,292,62676,62680
139,dodecahedron_ambo_bevel33_relax_hk66,9057,9400,343,62128,62180
140,dodecahedron_ambo_bevel33_relax_hk66,9615,10035,420,63022,63094
141,dodecahedron_ambo_bevel33_relax_hk66,9645,10056,411,62482,62482
142,dodecahedron_ambo_bevel33_relax_hk66,11839,12298,459,64658,64703
143,dodecahedron_ambo_bevel33_relax_hk66,10564,10957,393,61177,61118
144,dodecahedron_ambo_bevel33_relax_hk66,10521,10937,416,62416,62434
145,dodecahedron_ambo_bevel33_relax_hk66,10093,10515,422,61712,61721
146,dodecahedron_ambo_bevel33_relax_hk66,10142,10547,405,62511,62493
147,dodecahedron_ambo_bevel33_relax_hk66,10448,10921,473,62770,62833
148,dodecahedron_ambo_bevel33_relax_hk66,12819,13248,429,64830,64771
149,dodecahedron_ambo_bevel33_relax_hk66,12373,13058,685,61990,62313
150,dodecahedron_ambo_bevel33_relax_hk66,11807,12471,664,61948,61871
151,dodecahedron_ambo_bevel33_relax_hk66,12414,13166,752,63066,63156
152,dodecahedron_ambo_bevel33_relax_hk66,11918,12655,737,61966,61954
153,dodecahedron_ambo_bevel33_relax_hk66,12676,13476,800,63218,63280
154,dodecahedron_ambo_bevel33_relax_hk66,15083,15893,810,64867,64879
155,dodecahedron_ambo_bevel33_relax_hk66,12774,13575,801,60150,60140
156,dodecahedron_ambo_bevel33_relax_hk66,12356,13114,758,62039,61999
157,dodecahedron_ambo_bevel33_relax_hk66,12878,13692,814,62981,63037
158,dodecahedron_ambo_bevel33_relax_hk66,19192,19880,688,68774,68648
159,dodecahedron_ambo_bevel33_relax_hk66,27783,28577,794,71012,71097
160,dodecahedron_ambo_bevel33_relax_hk66,25796,26587,791,60456,60464
161,dodecahedron_ambo_bevel33_relax_hk66,26302,26655,353,62704,62236
162,dodecahedron_ambo_bevel33_relax_hk66,25483,25753,270,61642,61611
163,dodecahedron_ambo_bevel33_relax_hk66,26827,27143,316,63856,63847
164,dodecahedron_ambo_bevel33_relax_hk66,25534,26610,1076,61171,61926
165,dodecahedron_ambo_bevel33_relax_hk66,25843,27156,1313,62773,63008
166,dodecahedron_ambo_bevel33_relax_hk66,27026,28348,1322,63643,63658
167,dodecahedron_ambo_bevel33_relax_hk66,25289,26625,1336,60726,60741
168,dodecahedron_ambo_bevel33_relax_hk66,25083,26423,1340,62255,62256
169,dodecahedron_ambo_bevel33_relax_hk66,25262,26623,1361,62640,62660
170,dodecahedron_ambo_bevel33_relax_hk66,25071,26341,1270,62277,62177
171,dodecahedron_ambo_bevel33_relax_hk66,25403,26725,1322,62794,62845
172,dodecahedron_ambo_bevel33_relax_hk66,25343,26715,1372,62401,62457
173,dodecahedron_ambo_bevel33_relax_hk66,25886,27213,1327,63005,62960
174,dodecahedron_ambo_bevel33_relax_hk66,25420,26759,1339,61995,62015
175,dodecahedron_ambo_bevel33_relax_hk66,26184,27642,1458,63232,63343
176,dodecahedron_ambo_bevel33_relax_hk66,25611,26969,1358,61893,61843
177,dodecahedron_ambo_bevel33_relax_hk66,27359,28868,1509,63949,64052
178,dodecahedron_ambo_bevel33_relax_hk66,25794,27191,1397,60896,60784
179,dodecahedron_ambo_bevel33_relax_hk66,28694,30203,1509,65360,65473
180,dodecahedron_ambo_bevel33_relax_hk66,26025,27384,1359,59794,59640
181,dodecahedron_ambo_bevel33_relax_hk66,28711,30144,1433,65134,65218
182,dodecahedron_ambo_bevel33_relax_hk66,26798,28282,1484,60549,60605
183,dodecahedron_ambo_bevel33_relax_hk66,28535,30057,1522,64199,64229
184,dodecahedron_ambo_bevel33_relax_hk66,27512,28800,1288,61438,61204
185,dodecahedron_ambo_bevel33_relax_hk66,30158,31670,1512,65107,65332
186,dodecahedron_ambo_bevel33_relax_hk66,28020,29455,1435,60324,60234
187,dodecahedron_ambo_bevel33_relax_hk66,29033,30508,1475,63473,63515
188,dodecahedron_ambo_bevel33_relax_hk66,27599,28904,1305,61029,60857
189,dodecahedron_ambo_bevel33_relax_hk66,28696,30119,1423,63556,63731
190,dodecahedron_ambo_bevel33_relax_hk66,28022,29372,1350,61842,61714
191,dodecahedron_ambo_bevel33_relax_hk66,27015,28333,1318,61458,61415
192,dodecahedron_ambo_bevel33_relax_hk66,27586,28938,1352,63033,63066
193,dodecahedron_ambo_bevel33_relax_hk66,26926,28235,1309,61550,61501
194,dodecahedron_ambo_bevel33_relax_hk66,27301,28764,1463,62834,62989
195,dodecahedron_ambo_bevel33_relax_hk66,26014,27198,1184,61162,60894
196,dodecahedron_ambo_bevel33_relax_hk66,26759,28064,1305,63204,63328
197,dodecahedron_ambo_bevel33_relax_hk66,25778,27041,1263,61479,61429
198,dodecahedron_ambo_bevel33_relax_hk66,26255,27537,1282,62940,62957
199,dodecahedron_ambo_bevel33_relax_hk66,25226,26569,1343,61433,61500
200,dodecahedron_ambo_bevel33_relax_hk66,25932,27296,1364,63167,63187
201,dodecahedron_ambo_bevel33_relax_hk66,25049,26387,1338,61579,61552
202,dodecahedron_ambo_bevel33_relax_hk66,25590,26913,1323,63001,62988
203,dodecahedron_ambo_bevel33_relax_hk66,24873,26200,1327,61734,61802
204,dodecahedron_ambo_bevel33_relax_hk66,25591,26846,1255,63232,63109
205,dodecahedron_ambo_bevel33_relax_hk66,25159,26484,1325,62016,62099
206,dodecahedron_ambo_bevel33_relax_hk66,25466,26782,1316,62754,62760
207,dodecahedron_ambo_bevel33_relax_hk66,25355,26599,1244,62351,62282
208,dodecahedron_ambo_bevel33_relax_hk66,25502,26863,1361,62607,62726
209,dodecahedron_ambo_bevel33_relax_hk66,25384,26697,1313,62080,62041
210,truncatedIcosahedron_ambo_relax_truncate33_hk64,1785,1852,67,38864,37617
211,truncatedIcosahedron_ambo_relax_truncate33_hk64,9473,9869,396,70142,70459
212,truncatedIcosahedron_ambo_relax_truncate33_hk64,9746,10113,367,62733,62705
213,truncatedIcosahedron_ambo_relax_truncate33_hk64,9273,9626,353,61987,61974
214,truncatedIcosahedron_ambo_relax_truncate33_hk64,10398,10681,283,63590,63516
215,truncatedIcosahedron_ambo_relax_truncate33_hk64,12056,12637,581,64101,64407
216,truncatedIcosahedron_ambo_relax_truncate33_hk64,12432,13026,594,62838,62904
217,truncatedIcosahedron_ambo_relax_truncate33_hk64,11958,12721,763,62042,62156
218,truncatedIcosahedron_ambo_relax_truncate33_hk64,12701,13457,756,63205,63197
219,truncatedIcosahedron_ambo_relax_truncate33_hk64,12600,13374,774,62363,62379
220,truncatedIcosahedron_ambo_relax_truncate33_hk64,15298,16085,787,65159,65173
221,truncatedIcosahedron_ambo_relax_truncate33_hk64,10642,11426,784,57807,57806
222,truncatedIcosahedron_ambo_relax_truncate33_hk64,10867,11653,786,62686,62695
223,truncatedIcosahedron_ambo_relax_truncate33_hk64,10535,11304,769,62129,62111
224,truncatedIcosahedron_ambo_relax_truncate33_hk64,13931,14712,781,65858,65870
225,truncatedIcosahedron_ambo_relax_truncate33_hk64,14667,15460,793,62868,62869
226,truncatedIcosahedron_ambo_relax_truncate33_hk64,14604,15379,775,62398,62379
227,truncatedIcosahedron_ambo_relax_truncate33_hk64,14249,15098,849,62108,62179
228,truncatedIcosahedron_ambo_relax_truncate33_hk64,14185,14987,802,62396,62332
229,truncatedIcosahedron_ambo_relax_truncate33_hk64,14125,15032,907,62402,62505
230,truncatedIcosahedron_ambo_relax_truncate33_hk64,23628,24478,850,71963,71963
231,truncatedIcosahedron_ambo_relax_truncate33_hk64,31549,32612,1063,70386,70550
232,truncatedIcosahedron_ambo_relax_truncate33_hk64,30714,31693,979,61622,61521
233,truncatedIcosahedron_ambo_relax_truncate33_hk64,29613,30242,629,61359,61004
234,truncatedIcosahedron_ambo_relax_truncate33_hk64,29196,29661,465,62041,61880
235,truncatedIcosahedron_ambo_relax_truncate33_hk64,29666,30273,607,62924,63069
236,truncatedIcosahedron_ambo_relax_truncate33_hk64,29823,30527,704,62617,62716
237,truncatedIcosahedron_ambo_relax_truncate33_hk64,30759,31872,1113,63393,63803
238,truncatedIcosahedron_ambo_relax_truncate33_hk64,30946,32607,1661,62647,63195
239,truncatedIcosahedron_ambo_relax_truncate33_hk64,29174,30876,1702,60689,60730
240,truncatedIcosahedron_ambo_relax_truncate33_hk64,28707,30321,1614,61991,61906
241,truncatedIcosahedron_ambo_relax_truncate33_hk64,29317,30999,1682,62763,62816
242,truncatedIcosahedron_ambo_relax_truncate33_hk64,28981,30607,1626,62125,62069
243,truncatedIcosahedron_ambo_relax_truncate33_hk64,29778,31498,1720,63248,63347
244,truncatedIcosahedron_ambo_relax_truncate33_hk64,29505,31145,1640,62187,62168
245,truncatedIcosahedron_ambo_relax_truncate33_hk64,30330,32027,1697,63340,63343
246,truncatedIcosahedron_ambo_relax_truncate33_hk64,29629,31314,1685,61761,61748
247,truncatedIcosahedron_ambo_relax_truncate33_hk64,30942,32668,1726,63775,63816
248,truncatedIcosahedron_ambo_relax_truncate33_hk64,30225,31946,1721,61742,61741
249,truncatedIcosahedron_ambo_relax_truncate33_hk64,31297,33015,1718,63534,63531
250,truncatedIcosahedron_ambo_relax_truncate33_hk64,30612,32314,1702,61778,61761
251,truncatedIcosahedron_ambo_relax_truncate33_hk64,31750,33541,1791,63598,63695
252,truncatedIcosahedron_ambo_relax_truncate33_hk64,30993,32699,1706,61703,61619
253,truncatedIcosahedron_ambo_relax_truncate33_hk64,32516,34384,1868,63965,64144
254,truncatedIcosahedron_ambo_relax_truncate33_hk64,31457,33162,1705,61392,61239
255,truncatedIcosahedron_ambo_relax_truncate33_hk64,33121,34835,1714,64126,64115
256,truncatedIcosahedron_ambo_relax_truncate33_hk64,32019,33720,1701,61359,61348
257,truncatedIcosahedron_ambo_relax_truncate33_hk64,33549,35368,1819,63736,63912
258,truncatedIcosahedron_ambo_relax_truncate33_hk64,32509,34197,1688,61474,61290
259,truncatedIcosahedron_ambo_relax_truncate33_hk64,33347,35125,1778,63284,63387
260,truncatedIcosahedron_ambo_relax_truncate33_hk64,31940,33650,1710,61059,60975
261,truncatedIcosahedron_ambo_relax_truncate33_hk64,33508,35289,1781,64026,64098
262,truncatedIcosahedron_ambo_relax_truncate33_hk64,31858,33578,1720,60819,60751
263,truncatedIcosahedron_ambo_relax_truncate33_hk64,32641,34358,1717,63241,63240
264,truncatedIcosahedron_ambo_relax_truncate33_hk64,31227,32960,1733,61053,61063
265,truncatedIcosahedron_ambo_relax_truncate33_hk64,32238,33946,1708,63467,63443
266,truncatedIcosahedron_ambo_relax_truncate33_hk64,30415,32051,1636,60636,60562
267,truncatedIcosahedron_ambo_relax_truncate33_hk64,31466,33253,1787,63518,63662
268,truncatedIcosahedron_ambo_relax_truncate33_hk64,30074,31875,1801,61070,61084
269,truncatedIcosahedron_ambo_relax_truncate33_hk64,30472,32179,1707,62858,62771
270,truncatedIcosahedron_ambo_relax_truncate33_hk64,29290,30950,1660,61285,61232
271,truncatedIcosahedron_ambo_relax_truncate33_hk64,30057,31805,1748,63228,63372
272,truncatedIcosahedron_ambo_relax_truncate33_hk64,28880,30591,1711,61339,61247
273,truncatedIcosahedron_ambo_relax_truncate33_hk64,29862,31545,1683,63192,63160
274,truncatedIcosahedron_ambo_relax_truncate33_hk64,28457,30105,1648,61056,61022
275,truncatedIcosahedron_ambo_relax_truncate33_hk64,29588,31310,1722,63592,63667
276,truncatedIcosahedron_ambo_relax_truncate33_hk64,28356,30021,1665,61229,61173
277,truncatedIcosahedron_ambo_relax_truncate33_hk64,29625,31321,1696,63734,63761
278,truncatedIcosahedron_ambo_relax_truncate33_hk64,28368,29989,1621,61205,61129
279,truncatedIcosahedron_ambo_relax_truncate33_hk64,29769,31436,1667,63863,63906
280,truncatedIcosahedron_ambo_relax_truncate33_hk64,28552,30203,1651,61242,61227
281,truncatedIcosahedron_ambo_relax_truncate33_hk64,29808,31546,1738,63717,63804
282,dodecahedron_bevel2_relax_gyro,1577,1538,-39,34229,32453
283,dodecahedron_bevel2_relax_gyro,8158,8417,259,69037,69338
284,dodecahedron_bevel2_relax_gyro,8581,8794,213,62884,62893
285,dodecahedron_bevel2_relax_gyro,8066,8264,198,62001,61932
286,dodecahedron_bevel2_relax_gyro,8647,8919,272,63050,63115
287,dodecahedron_bevel2_relax_gyro,9625,9907,282,63389,63403
288,dodecahedron_bevel2_relax_gyro,10015,10334,319,62846,62865
289,dodecahedron_bevel2_relax_gyro,9373,9749,376,61511,61551
290,dodecahedron_bevel2_relax_gyro,10078,10516,438,63168,63226
291,dodecahedron_bevel2_relax_gyro,9834,10331,497,62219,62276
292,dodecahedron_bevel2_relax_gyro,12160,12569,409,64789,64700
293,dodecahedron_bevel2_relax_gyro,10916,11342,426,61212,61194
294,dodecahedron_bevel2_relax_gyro,11207,11592,385,62736,62710
295,dodecahedron_bevel2_relax_gyro,10613,11039,426,61865,61911
296,dodecahedron_bevel2_relax_gyro,10878,11300,422,62725,62722
297,dodecahedron_bevel2_relax_gyro,10395,10937,542,61978,62097
298,dodecahedron_bevel2_relax_gyro,12598,13067,469,64665,64646
299,dodecahedron_bevel2_relax_gyro,10324,10803,479,60238,60194
300,dodecahedron_bevel2_relax_gyro,10905,11377,472,63041,63034
301,dodecahedron_bevel2_relax_gyro,10359,10801,442,61914,61882
302,dodecahedron_bevel2_relax_gyro,15065,15486,421,67168,67147
303,dodecahedron_bevel2_relax_gyro,18915,31830,12915,66301,78793
304,dodecahedron_bevel2_relax_gyro,20178,28143,7965,63724,58765
305,dodecahedron_bevel2_relax_gyro,19079,24384,5305,61096,58429
306,dodecahedron_bevel2_relax_gyro,20870,26140,5270,64247,64210
307,dodecahedron_bevel2_relax_gyro,20701,27138,6437,62290,63453
308,dodecahedron_bevel2_relax_gyro,31934,39124,7190,73699,74445
309,dodecahedron_bevel2_relax_gyro,32788,36505,3717,63274,59826
310,dodecahedron_bevel2_relax_gyro,33221,37023,3802,62891,62969
311,dodecahedron_bevel2_relax_gyro,31469,35306,3837,60710,60790
312,dodecahedron_bevel2_relax_gyro,32203,36114,3911,63253,63267
313,dodecahedron_bevel2_relax_gyro,31434,35432,3998,61694,61784
314,dodecahedron_bevel2_relax_gyro,35846,39904,4058,66875,66934
315,dodecahedron_bevel2_relax_gyro,25678,32361,6683,52288,54909
316,dodecahedron_bevel2_relax_gyro,26046,32702,6656,62828,62800
317,dodecahedron_bevel2_relax_gyro,25769,32070,6301,62183,61827
318,dodecahedron_bevel2_relax_gyro,26273,32711,6438,62966,63104
319,dodecahedron_bevel2_relax_gyro,26105,32410,6305,62292,62161
320,dodecahedron_bevel2_relax_gyro,37737,44120,6383,74083,74172
321,dodecahedron_bevel2_relax_gyro,32884,39030,6146,57306,57095
322,dodecahedron_bevel2_relax_gyro,33326,39210,5884,62904,62626
323,dodecahedron_bevel2_relax_gyro,32654,37830,5176,61791,61079
324,dodecahedron_bevel2_relax_gyro,32770,37430,4660,62581,62062
325,dodecahedron_bevel2_relax_gyro,32330,36624,4294,62024,61710
326,dodecahedron_bevel2_relax_gyro,33931,38044,4113,64119,63882
327,dodecahedron_bevel2_relax_gyro,18038,21887,3849,46569,46303
328,dodecahedron_bevel2_relax_gyro,18443,22163,3720,62866,62737
329,dodecahedron_bevel2_relax_gyro,17923,21679,3756,61942,61977
330,dodecahedron_bevel2_relax_gyro,18393,22192,3799,62930,62970
331,dodecahedron_bevel2_relax_gyro,18067,21745,3678,62129,62008
332,dodecahedron_bevel2_relax_gyro,18414,22167,3753,62810,62884
333,dodecahedron_bevel2_relax_gyro,18295,21972,3677,62342,62271
334,dodecahedron_bevel2_relax_gyro,18621,22358,3737,62788,62848
335,dodecahedron_bevel2_relax_gyro,18555,22202,3647,62385,62305
336,dodecahedron_bevel2_relax_gyro,18730,22410,3680,62636,62670
337,dodecahedron_bevel2_relax_gyro,18698,22383,3685,62124,62116
338,dodecahedron_bevel2_relax_gyro,18877,22512,3635,62640,62591
339,dodecahedron_bevel2_relax_gyro,19062,22659,3597,62701,62663
340,dodecahedron_bevel2_relax_gyro,19062,22704,3642,62451,62507
341,dodecahedron_bevel2_relax_gyro,18862,22516,3654,62249,62274
342,dodecahedron_bevel2_relax_gyro,19108,22876,3768,62714,62822
343,dodecahedron_bevel2_relax_gyro,19085,22805,3720,62438,62398
344,dodecahedron_bevel2_relax_gyro,19106,22787,3681,62472,62442
345,dodecahedron_bevel2_relax_gyro,18986,22702,3716,62340,62376
346,dodecahedron_bevel2_relax_gyro,19083,22756,3673,62559,62515
347,dodecahedron_bevel2_relax_gyro,19068,22880,3812,62434,62584
348,dodecahedron_bevel2_relax_gyro,19051,22808,3757,62434,62390
349,dodecahedron_bevel2_relax_gyro,18959,22677,3718,62343,62328
350,dodecahedron_bevel2_relax_gyro,19122,22768,3646,62624,62553
351,dodecahedron_bevel2_relax_gyro,18772,22707,3935,62112,62395
352,dodecahedron_bevel2_relax_gyro,18891,22491,3600,62581,62306
353,dodecahedron_bevel2_relax_gyro,18800,22550,3750,62174,62275
354,dodecahedron_bevel2_relax_gyro,18943,22665,3722,62603,62574
355,dodecahedron_bevel2_relax_gyro,18563,22263,3700,62083,62057
356,dodecahedron_bevel2_relax_gyro,18584,22314,3730,62482,62511
357,dodecahedron_bevel2_relax_gyro,18679,22353,3674,62563,62498
358,dodecahedron_bevel2_relax_gyro,18602,22266,3664,62376,62374
359,dodecahedron_bevel2_relax_gyro,18542,22142,3600,62402,62339
360,dodecahedron_bevel2_relax_gyro,18549,22105,3556,62466,62426
361,dodecahedron_bevel2_relax_gyro,18683,22368,3685,62596,62718
362,dodecahedron_bevel2_relax_gyro,18629,22117,3488,62407,62202
363,dodecahedron_bevel2_relax_gyro,18541,22103,3562,62363,62435
364,dodecahedron_bevel2_relax_gyro,18455,21991,3536,62373,62340
365,dodecahedron_bevel2_relax_gyro,18537,22196,3659,62545,62665
