frame,shape,before_render_us,after_render_us,delta_render_us,before_wall_us,after_wall_us
1635,truncatedIcosahedron_truncate50d_ambo_dual,24719,25485,766,66975,66998
1636,truncatedIcosahedron_truncate50d_ambo_dual,30072,30943,871,67795,67918
1637,truncatedIcosahedron_truncate50d_ambo_dual,38633,40065,1432,71014,71554
1638,truncatedIcosahedron_truncate50d_ambo_dual,36622,38307,1685,60443,60692
1639,truncatedIcosahedron_truncate50d_ambo_dual,34096,36007,1911,59935,60161
1640,truncatedIcosahedron_truncate50d_ambo_dual,32046,34137,2091,60412,60582
1641,truncatedIcosahedron_truncate50d_ambo_dual,30599,32966,2367,61068,61344
1642,truncatedIcosahedron_truncate50d_ambo_dual,30015,32369,2354,61879,61867
1643,truncatedIcosahedron_truncate50d_ambo_dual,27474,29671,2197,59914,59728
1644,truncatedIcosahedron_truncate50d_ambo_dual,26154,28228,2074,61119,61015
1645,truncatedIcosahedron_truncate50d_ambo_dual,25802,28028,2226,62111,62261
1646,truncatedIcosahedron_truncate50d_ambo_dual,24942,27152,2210,61601,61586
1647,truncatedIcosahedron_truncate50d_ambo_dual,24768,27072,2304,62286,62381
1648,truncatedIcosahedron_truncate50d_ambo_dual,27271,29446,2175,64965,64836
1649,truncatedIcosahedron_truncate50d_ambo_dual,21005,24360,3355,55922,57105
1650,truncatedIcosahedron_truncate50d_ambo_dual,21152,24563,3411,62608,62665
1651,truncatedIcosahedron_truncate50d_ambo_dual,21685,25419,3734,62997,63317
1652,truncatedIcosahedron_truncate50d_ambo_dual,21839,25715,3876,62608,62762
1653,truncatedIcosahedron_truncate50d_ambo_dual,22479,26743,4264,63107,63490
1654,truncatedIcosahedron_truncate50d_ambo_dual,29012,33419,4407,68994,69193
1655,truncatedIcosahedron_truncate50d_ambo_dual,26835,31067,4232,60333,60095
1656,truncatedIcosahedron_truncate50d_ambo_dual,26405,30239,3834,62029,61630
1657,truncatedIcosahedron_truncate50d_ambo_dual,26653,30260,3607,62709,62481
1658,truncatedIcosahedron_truncate50d_ambo_dual,26875,30130,3255,62683,62331
1659,truncatedIcosahedron_truncate50d_ambo_dual,27403,30468,3065,62979,62798
1660,truncatedIcosahedron_truncate50d_ambo_dual,29003,31986,2983,64065,63985
1661,truncatedIcosahedron_truncate50d_ambo_dual,17746,23180,5434,51205,53662
1662,truncatedIcosahedron_truncate50d_ambo_dual,17756,23170,5414,62474,62432
1663,truncatedIcosahedron_truncate50d_ambo_dual,17718,23150,5432,62404,62442
1664,truncatedIcosahedron_truncate50d_ambo_dual,17877,23246,5369,62626,62556
1665,truncatedIcosahedron_truncate50d_ambo_dual,17652,23086,5434,61936,61964
1666,truncatedIcosahedron_truncate50d_ambo_dual,17944,23302,5358,62752,62684
1667,truncatedIcosahedron_truncate50d_ambo_dual,18250,23721,5471,62767,62880
1668,truncatedIcosahedron_truncate50d_ambo_dual,18807,23936,5129,63018,62731
1669,truncatedIcosahedron_truncate50d_ambo_dual,18575,23973,5398,62287,62497
1670,truncatedIcosahedron_truncate50d_ambo_dual,19257,24194,4937,63143,62683
1671,truncatedIcosahedron_truncate50d_ambo_dual,19531,24557,5026,62736,62824
1672,truncatedIcosahedron_truncate50d_ambo_dual,19703,24530,4827,62633,62442
1673,truncatedIcosahedron_truncate50d_ambo_dual,18436,23557,5121,61195,61489
1674,truncatedIcosahedron_truncate50d_ambo_dual,18709,24391,5682,62735,63294
1675,truncatedIcosahedron_truncate50d_ambo_dual,20514,25835,5321,64267,63910
1676,truncatedIcosahedron_truncate50d_ambo_dual,19730,24804,5074,61677,61431
1677,truncatedIcosahedron_truncate50d_ambo_dual,18512,23737,5225,61247,61393
1678,truncatedIcosahedron_truncate50d_ambo_dual,18885,24557,5672,62834,63280
1679,truncatedIcosahedron_truncate50d_ambo_dual,20230,25815,5585,63807,63724
1680,truncatedIcosahedron_truncate50d_ambo_dual,20131,24929,4798,62363,61576
1681,truncatedIcosahedron_truncate50d_ambo_dual,18582,23738,5156,60660,61066
1682,truncatedIcosahedron_truncate50d_ambo_dual,18910,24754,5844,62841,63478
1683,truncatedIcosahedron_truncate50d_ambo_dual,17916,23718,5802,61474,61425
1684,truncatedIcosahedron_truncate50d_ambo_dual,19421,24927,5506,63964,63670
1685,truncatedIcosahedron_truncate50d_ambo_dual,17635,23241,5606,60675,60774
1686,truncatedIcosahedron_truncate50d_ambo_dual,19006,24551,5545,63833,63771
1687,truncatedIcosahedron_truncate50d_ambo_dual,17745,23325,5580,61199,61242
1688,truncatedIcosahedron_truncate50d_ambo_dual,19196,24949,5753,63913,64085
1689,truncatedIcosahedron_truncate50d_ambo_dual,17633,23401,5768,60900,60914
1690,truncatedIcosahedron_truncate50d_ambo_dual,19290,25098,5808,64118,64147
1691,truncatedIcosahedron_truncate50d_ambo_dual,17577,23322,5745,60753,60691
1692,truncatedIcosahedron_truncate50d_ambo_dual,19350,25084,5734,64236,64224
1693,truncatedIcosahedron_truncate50d_ambo_dual,17867,23519,5652,60981,60895
1694,truncatedIcosahedron_truncate50d_ambo_dual,19106,24761,5655,63700,63703
1695,truncatedIcosahedron_truncate50d_ambo_dual,17859,23476,5617,61203,61222
1696,truncatedIcosahedron_truncate50d_ambo_dual,18866,24465,5599,63522,63449
1697,truncatedIcosahedron_truncate50d_ambo_dual,17863,23449,5586,61212,61190
1698,truncatedIcosahedron_truncate50d_ambo_dual,18380,24028,5648,62978,63039
1699,truncatedIcosahedron_truncate50d_ambo_dual,17776,23183,5407,61856,61617
1700,truncatedIcosahedron_truncate50d_ambo_dual,18203,23731,5528,62891,63008
1701,truncatedIcosahedron_truncate50d_ambo_dual,17753,23110,5357,61998,61841
1702,truncatedIcosahedron_truncate50d_ambo_dual,18393,23889,5496,63091,63242
1703,truncatedIcosahedron_truncate50d_ambo_dual,17651,22965,5314,61720,61534
1704,icosahedron_snub_relax_truncate033_hankin62,1597,1574,-23,46406,41060
1705,icosahedron_snub_relax_truncate033_hankin62,9070,9514,444,69926,70395
1706,icosahedron_snub_relax_truncate033_hankin62,8948,9412,464,62317,62342
1707,icosahedron_snub_relax_truncate033_hankin62,9045,9469,424,62559,62512
1708,icosahedron_snub_relax_truncate033_hankin62,9446,9933,487,62861,62979
1709,icosahedron_snub_relax_truncate033_hankin62,16404,27611,11207,69470,80115
1710,icosahedron_snub_relax_truncate033_hankin62,14601,22905,8304,60649,57753
1711,icosahedron_snub_relax_truncate033_hankin62,13687,18029,4342,61548,57574
1712,icosahedron_snub_relax_truncate033_hankin62,12693,15607,2914,61465,60032
1713,icosahedron_snub_relax_truncate033_hankin62,12119,14082,1963,61570,60611
1714,icosahedron_snub_relax_truncate033_hankin62,13506,15461,1955,63837,63839
1715,icosahedron_snub_relax_truncate033_hankin62,11478,13079,1601,60429,60077
1716,icosahedron_snub_relax_truncate033_hankin62,10855,12256,1401,61842,61635
1717,icosahedron_snub_relax_truncate033_hankin62,11014,12071,1057,62621,62277
1718,icosahedron_snub_relax_truncate033_hankin62,13417,14408,991,64865,64797
1719,icosahedron_snub_relax_truncate033_hankin62,14246,15020,774,63275,63057
1720,icosahedron_snub_relax_truncate033_hankin62,13995,14775,780,62204,62215
1721,icosahedron_snub_relax_truncate033_hankin62,13273,14063,790,61742,61747
1722,icosahedron_snub_relax_truncate033_hankin62,13538,14379,841,62727,62830
1723,icosahedron_snub_relax_truncate033_hankin62,12999,13891,892,61982,61974
1724,icosahedron_snub_relax_truncate033_hankin62,21549,22276,727,70999,70846
1725,icosahedron_snub_relax_truncate033_hankin62,28382,29388,1006,69260,69512
1726,icosahedron_snub_relax_truncate033_hankin62,28475,29359,884,62546,62429
1727,icosahedron_snub_relax_truncate033_hankin62,27079,27718,639,61063,60817
1728,icosahedron_snub_relax_truncate033_hankin62,27823,29086,1263,63188,63829
1729,icosahedron_snub_relax_truncate033_hankin62,27749,28560,811,62155,61672
1730,icosahedron_snub_relax_truncate033_hankin62,27612,28873,1261,62313,62773
1731,icosahedron_snub_relax_truncate033_hankin62,27519,28596,1077,62366,62182
1732,icosahedron_snub_relax_truncate033_hankin62,29321,30560,1239,64262,64426
1733,icosahedron_snub_relax_truncate033_hankin62,26942,28047,1105,60084,59940
1734,icosahedron_snub_relax_truncate033_hankin62,27552,28701,1149,63078,63116
1735,icosahedron_snub_relax_truncate033_hankin62,26841,27918,1077,61750,61733
1736,icosahedron_snub_relax_truncate033_hankin62,27823,29018,1195,63496,63567
1737,icosahedron_snub_relax_truncate033_hankin62,26888,28010,1122,61525,61448
1738,icosahedron_snub_relax_truncate033_hankin62,28051,29225,1174,63625,63659
1739,icosahedron_snub_relax_truncate033_hankin62,28120,29175,1055,62530,62408
1740,icosahedron_snub_relax_truncate033_hankin62,30493,32015,1522,64836,65299
1741,icosahedron_snub_relax_truncate033_hankin62,28983,30483,1500,60951,60930
1742,icosahedron_snub_relax_truncate033_hankin62,31288,32791,1503,64764,64770
1743,icosahedron_snub_relax_truncate033_hankin62,29963,31434,1471,61136,61105
1744,icosahedron_snub_relax_truncate033_hankin62,31218,32722,1504,63707,63750
1745,icosahedron_snub_relax_truncate033_hankin62,29652,31026,1374,60578,60448
1746,icosahedron_snub_relax_truncate033_hankin62,34061,35480,1419,66877,66916
1747,icosahedron_snub_relax_truncate033_hankin62,30553,32190,1637,58953,59172
1748,icosahedron_snub_relax_truncate033_hankin62,31817,33467,1650,63710,63738
1749,icosahedron_snub_relax_truncate033_hankin62,30996,32467,1471,61640,61516
1750,icosahedron_snub_relax_truncate033_hankin62,34210,35677,1467,65727,65661
1751,icosahedron_snub_relax_truncate033_hankin62,31065,32611,1546,59323,59401
1752,icosahedron_snub_relax_truncate033_hankin62,32007,33734,1727,63404,63585
1753,icosahedron_snub_relax_truncate033_hankin62,31260,32720,1460,61715,61447
1754,icosahedron_snub_relax_truncate033_hankin62,30134,31404,1270,61335,61146
1755,icosahedron_snub_relax_truncate033_hankin62,30297,31487,1190,62624,62544
1756,icosahedron_snub_relax_truncate033_hankin62,29515,30649,1134,61680,61624
1757,icosahedron_snub_relax_truncate033_hankin62,29323,30593,1270,62268,62404
1758,icosahedron_snub_relax_truncate033_hankin62,28666,29823,1157,61804,61692
1759,icosahedron_snub_relax_truncate033_hankin62,28705,29930,1225,62501,62565
1760,icosahedron_snub_relax_truncate033_hankin62,28085,29250,1165,61841,61768
1761,icosahedron_snub_relax_truncate033_hankin62,27964,29104,1140,62084,62061
1762,icosahedron_snub_relax_truncate033_hankin62,27903,29074,1171,62401,62432
1763,icosahedron_snub_relax_truncate033_hankin62,27621,28781,1160,62172,62223
1764,icosahedron_snub_relax_truncate033_hankin62,27681,28807,1126,62576,62487
1765,icosahedron_snub_relax_truncate033_hankin62,27095,28175,1080,61873,61829
1766,icosahedron_snub_relax_truncate033_hankin62,27920,29086,1166,63287,63363
1767,icosahedron_snub_relax_truncate033_hankin62,26893,27944,1051,61441,61320
1768,icosahedron_snub_relax_truncate033_hankin62,27577,28669,1092,63134,63186
1769,icosahedron_snub_relax_truncate033_hankin62,26571,27691,1120,61454,61485
1770,icosahedron_snub_relax_truncate033_hankin62,27521,28621,1100,63409,63390
1771,icosahedron_snub_relax_truncate033_hankin62,26564,27737,1173,61485,61574
1772,icosahedron_snub_relax_truncate033_hankin62,27289,28407,1118,63193,63120
1773,icosahedron_snub_relax_truncate033_hankin62,26813,27973,1160,61985,62034
1774,icosahedron_snub_relax_truncate033_hankin62,27510,28644,1134,63159,63139
1775,icosahedron_snub_relax_truncate033_hankin62,26850,28042,1192,61801,61859
1776,dodecahedron_hk62_ambo_hk62,1560,1538,-22,37171,36011
1777,dodecahedron_hk62_ambo_hk62,7875,8045,170,68577,68714
1778,dodecahedron_hk62_ambo_hk62,8108,8328,220,62695,62744
1779,dodecahedron_hk62_ambo_hk62,7901,8052,151,62255,62186
1780,dodecahedron_hk62_ambo_hk62,8539,8740,201,63106,63150
1781,dodecahedron_hk62_ambo_hk62,13689,13862,173,67583,67541
1782,dodecahedron_hk62_ambo_hk62,13595,13801,206,62362,62393
1783,dodecahedron_hk62_ambo_hk62,12739,12876,137,61607,61536
1784,dodecahedron_hk62_ambo_hk62,13173,13364,191,62893,62946
1785,dodecahedron_hk62_ambo_hk62,14247,14607,360,63532,63701
1786,dodecahedron_hk62_ambo_hk62,14388,14550,162,62602,62402
1787,dodecahedron_hk62_ambo_hk62,14953,15177,224,63022,63086
1788,dodecahedron_hk62_ambo_hk62,16700,16949,249,64202,64223
1789,dodecahedron_hk62_ambo_hk62,17217,17492,275,62965,62951
1790,dodecahedron_hk62_ambo_hk62,15604,15955,351,60841,60959
1791,dodecahedron_hk62_ambo_hk62,15577,15874,297,62486,62382
1792,dodecahedron_hk62_ambo_hk62,14117,14422,305,61004,61017
1793,dodecahedron_hk62_ambo_hk62,13800,14178,378,61808,61893
1794,dodecahedron_hk62_ambo_hk62,17722,18059,337,66385,66341
1795,dodecahedron_hk62_ambo_hk62,23620,24195,575,68307,68540
1796,dodecahedron_hk62_ambo_hk62,21530,22039,509,60368,60301
1797,dodecahedron_hk62_ambo_hk62,20916,21230,314,61843,61649
1798,dodecahedron_hk62_ambo_hk62,21612,21812,200,63160,63031
1799,dodecahedron_hk62_ambo_hk62,21873,22091,218,62720,62739
1800,dodecahedron_hk62_ambo_hk62,22317,22520,203,62903,62880
1801,dodecahedron_hk62_ambo_hk62,22960,23307,347,63101,63248
1802,dodecahedron_hk62_ambo_hk62,22152,22857,705,61641,62015
1803,dodecahedron_hk62_ambo_hk62,20162,20809,647,60478,60469
1804,dodecahedron_hk62_ambo_hk62,20589,21226,637,62947,62875
1805,dodecahedron_hk62_ambo_hk62,20227,20920,693,62098,62145
1806,dodecahedron_hk62_ambo_hk62,20361,21026,665,62595,62575
1807,dodecahedron_hk62_ambo_hk62,20334,21005,671,62406,62445
1808,dodecahedron_hk62_ambo_hk62,20222,20864,642,62349,62321
1809,dodecahedron_hk62_ambo_hk62,21475,22144,669,63393,63430
1810,dodecahedron_hk62_ambo_hk62,20451,21134,683,61438,61452
1811,dodecahedron_hk62_ambo_hk62,22301,23082,781,64313,64414
1812,dodecahedron_hk62_ambo_hk62,20383,21065,682,60543,60446
1813,dodecahedron_hk62_ambo_hk62,22978,23776,798,65046,65162
1814,dodecahedron_hk62_ambo_hk62,20877,21674,797,60345,60358
1815,dodecahedron_hk62_ambo_hk62,22593,23317,724,64178,64101
1816,dodecahedron_hk62_ambo_hk62,21328,22083,755,61195,61226
1817,dodecahedron_hk62_ambo_hk62,23844,24604,760,64977,65037
1818,dodecahedron_hk62_ambo_hk62,20580,21205,625,59253,59062
1819,dodecahedron_hk62_ambo_hk62,23685,24513,828,65564,65769
1820,dodecahedron_hk62_ambo_hk62,21601,22339,738,60384,60288
1821,dodecahedron_hk62_ambo_hk62,23974,24760,786,64834,64881
1822,dodecahedron_hk62_ambo_hk62,20790,21585,795,59278,59287
1823,dodecahedron_hk62_ambo_hk62,23641,24449,808,65302,65325
1824,dodecahedron_hk62_ambo_hk62,21860,22605,745,60679,60624
1825,dodecahedron_hk62_ambo_hk62,22055,22731,676,62405,62350
1826,dodecahedron_hk62_ambo_hk62,21289,21942,653,61696,61672
1827,dodecahedron_hk62_ambo_hk62,21970,22641,671,63140,63158
1828,dodecahedron_hk62_ambo_hk62,21757,22397,640,62249,62217
1829,dodecahedron_hk62_ambo_hk62,21400,22096,696,62104,62160
1830,dodecahedron_hk62_ambo_hk62,21299,21916,617,62358,62327
1831,dodecahedron_hk62_ambo_hk62,20954,21575,621,62177,62120
1832,dodecahedron_hk62_ambo_hk62,20699,21343,644,62205,62236
1833,dodecahedron_hk62_ambo_hk62,20909,21598,689,62670,62716
1834,dodecahedron_hk62_ambo_hk62,20669,21401,732,62222,62266
1835,dodecahedron_hk62_ambo_hk62,20738,21476,738,62531,62535
1836,dodecahedron_hk62_ambo_hk62,20575,21241,666,62297,62228
1837,dodecahedron_hk62_ambo_hk62,20642,21359,717,62527,62577
1838,dodecahedron_hk62_ambo_hk62,20579,21283,704,62398,62385
1839,dodecahedron_hk62_ambo_hk62,20671,21309,638,62552,62479
1840,dodecahedron_hk62_ambo_hk62,20747,21361,614,62538,62512
1841,dodecahedron_hk62_ambo_hk62,20340,20967,627,61798,61824
1842,dodecahedron_hk62_ambo_hk62,20607,21250,643,62729,62745
1843,dodecahedron_hk62_ambo_hk62,20667,21323,656,62522,62523
1844,dodecahedron_hk62_ambo_hk62,20744,21423,679,62538,62616
1845,dodecahedron_hk62_ambo_hk62,20457,21061,604,62227,62099
1846,truncatedIcosahedron_hk58_chamfer63,1827,1830,3,43831,43231
1847,truncatedIcosahedron_hk58_chamfer63,9703,10076,373,70342,70700
1848,truncatedIcosahedron_hk58_chamfer63,9205,9568,363,61964,61952
1849,truncatedIcosahedron_hk58_chamfer63,9760,10145,385,63023,63038
1850,truncatedIcosahedron_hk58_chamfer63,10443,10826,383,63145,63143
1851,truncatedIcosahedron_hk58_chamfer63,18136,18521,385,70110,70099
1852,truncatedIcosahedron_hk58_chamfer63,15882,16202,320,60203,60141
1853,truncatedIcosahedron_hk58_chamfer63,16746,17038,292,63319,63293
1854,truncatedIcosahedron_hk58_chamfer63,16927,17084,157,62636,62505
1855,truncatedIcosahedron_hk58_chamfer63,16517,17003,486,62050,62378
1856,truncatedIcosahedron_hk58_chamfer63,15989,16381,392,61931,61838
1857,truncatedIcosahedron_hk58_chamfer63,16880,17239,359,63030,62988
1858,truncatedIcosahedron_hk58_chamfer63,22341,22734,393,67963,68008
1859,truncatedIcosahedron_hk58_chamfer63,27866,29312,1446,67971,69013
1860,truncatedIcosahedron_hk58_chamfer63,26548,27989,1441,61145,61136
1861,truncatedIcosahedron_hk58_chamfer63,26289,27873,1584,62196,62345
1862,truncatedIcosahedron_hk58_chamfer63,26574,28197,1623,62751,62767
1863,truncatedIcosahedron_hk58_chamfer63,26069,27621,1552,61954,61855
1864,truncatedIcosahedron_hk58_chamfer63,28349,29991,1642,64746,64816
1865,truncatedIcosahedron_hk58_chamfer63,25593,27176,1583,59705,59647
1866,truncatedIcosahedron_hk58_chamfer63,26143,27785,1642,62999,63070
1867,truncatedIcosahedron_hk58_chamfer63,25513,27142,1629,61832,61819
1868,truncatedIcosahedron_hk58_chamfer63,26184,27813,1629,63132,63133
1869,truncatedIcosahedron_hk58_chamfer63,25819,27458,1639,62103,62106
1870,truncatedIcosahedron_hk58_chamfer63,26183,27859,1676,62827,62864
1871,truncatedIcosahedron_hk58_chamfer63,26241,27845,1604,62526,62499
1872,truncatedIcosahedron_hk58_chamfer63,26237,27940,1703,62516,62555
1873,truncatedIcosahedron_hk58_chamfer63,26604,28224,1620,62514,62421
1874,truncatedIcosahedron_hk58_chamfer63,26664,28300,1636,62520,62537
1875,truncatedIcosahedron_hk58_chamfer63,26982,28558,1576,62781,62725
1876,truncatedIcosahedron_hk58_chamfer63,26773,28451,1678,62250,62355
1877,truncatedIcosahedron_hk58_chamfer63,27052,28683,1631,62739,62692
1878,truncatedIcosahedron_hk58_chamfer63,27347,28914,1567,62762,62691
1879,truncatedIcosahedron_hk58_chamfer63,27471,29051,1580,62585,62598
1880,truncatedIcosahedron_hk58_chamfer63,27193,28921,1728,62183,62328
1881,truncatedIcosahedron_hk58_chamfer63,27496,29144,1648,62762,62684
1882,truncatedIcosahedron_hk58_chamfer63,27790,29429,1639,62756,62737
1883,truncatedIcosahedron_hk58_chamfer63,27730,29267,1537,62399,62298
1884,truncatedIcosahedron_hk58_chamfer63,27696,29400,1704,62429,62594
1885,truncatedIcosahedron_hk58_chamfer63,27421,29246,1825,62187,62362
1886,truncatedIcosahedron_hk58_chamfer63,28262,29852,1590,63357,63069
1887,truncatedIcosahedron_hk58_chamfer63,27798,29359,1561,61997,61967
1888,truncatedIcosahedron_hk58_chamfer63,27716,29482,1766,62380,62586
1889,truncatedIcosahedron_hk58_chamfer63,27183,28855,1672,61676,61570
1890,truncatedIcosahedron_hk58_chamfer63,27491,29025,1534,62770,62632
1891,truncatedIcosahedron_hk58_chamfer63,26963,28633,1670,61933,62070
1892,truncatedIcosahedron_hk58_chamfer63,27013,28756,1743,62512,62571
1893,truncatedIcosahedron_hk58_chamfer63,26644,28244,1600,62093,61949
1894,truncatedIcosahedron_hk58_chamfer63,27255,28844,1589,63073,63069
1895,truncatedIcosahedron_hk58_chamfer63,26286,27954,1668,61492,61575
1896,truncatedIcosahedron_hk58_chamfer63,26913,28583,1670,63093,63080
1897,truncatedIcosahedron_hk58_chamfer63,26191,27808,1617,61740,61686
1898,truncatedIcosahedron_hk58_chamfer63,26866,28666,1800,63134,63381
1899,truncatedIcosahedron_hk58_chamfer63,26485,28079,1594,62123,61873
1900,truncatedIcosahedron_hk58_chamfer63,25850,27680,1830,61816,62068
1901,truncatedIcosahedron_hk58_chamfer63,26015,27733,1718,62627,62514
1902,truncatedIcosahedron_hk58_chamfer63,25374,27267,1893,61819,61986
1903,truncatedIcosahedron_hk58_chamfer63,25768,27560,1792,62853,62761
1904,truncatedIcosahedron_hk58_chamfer63,25522,27330,1808,62216,62232
1905,truncatedIcosahedron_hk58_chamfer63,26276,28054,1778,62964,62931
1906,truncatedIcosahedron_hk58_chamfer63,25971,27848,1877,62156,62256
1907,truncatedIcosahedron_hk58_chamfer63,26730,28500,1770,63218,63113
1908,dodecahedron_ambo_bevel33_relax_hk66,1541,1526,-15,37278,35480
1909,dodecahedron_ambo_bevel33_relax_hk66,7611,7838,227,68529,68757
1910,dodecahedron_ambo_bevel33_relax_hk66,7760,7927,167,62609,62550
1911,dodecahedron_ambo_bevel33_relax_hk66,7621,7820,199,62322,62355
1912,dodecahedron_ambo_bevel33_relax_hk66,8026,8204,178,62867,62902
1913,dodecahedron_ambo_bevel33_relax_hk66,9142,9428,286,63594,63631
1914,dodecahedron_ambo_bevel33_relax_hk66,9433,9755,322,62749,62781
1915,dodecahedron_ambo_bevel33_relax_hk66,9100,9438,338,62129,62144
1916,dodecahedron_ambo_bevel33_relax_hk66,9802,10193,391,63153,63216
1917,dodecahedron_ambo_bevel33_relax_hk66,9639,10073,434,62300,62341
1918,dodecahedron_ambo_bevel33_relax_hk66,12126,12534,408,64947,64930
1919,dodecahedron_ambo_bevel33_relax_hk66,10582,10960,378,60898,60867
1920,dodecahedron_ambo_bevel33_relax_hk66,10979,11416,437,62860,62909
1921,dodecahedron_ambo_bevel33_relax_hk66,10086,10558,472,61251,61284
1922,dodecahedron_ambo_bevel33_relax_hk66,11096,11575,479,63475,63486
1923,dodecahedron_ambo_bevel33_relax_hk66,10424,10891,467,61790,61777
1924,dodecahedron_ambo_bevel33_relax_hk66,14120,14624,504,66161,66193
1925,dodecahedron_ambo_bevel33_relax_hk66,12459,13117,658,60796,60991
1926,dodecahedron_ambo_bevel33_relax_hk66,12843,13502,659,62889,62841
1927,dodecahedron_ambo_bevel33_relax_hk66,12819,13565,746,62436,62522
1928,dodecahedron_ambo_bevel33_relax_hk66,12533,13397,864,62179,62294
1929,dodecahedron_ambo_bevel33_relax_hk66,12756,13582,826,62686,62647
1930,dodecahedron_ambo_bevel33_relax_hk66,15476,16363,887,65185,65241
1931,dodecahedron_ambo_bevel33_relax_hk66,12590,13371,781,59572,59469
1932,dodecahedron_ambo_bevel33_relax_hk66,12445,13263,818,62315,62351
1933,dodecahedron_ambo_bevel33_relax_hk66,12458,13202,744,62473,62400
1934,dodecahedron_ambo_bevel33_relax_hk66,19072,19730,658,69081,68988
1935,dodecahedron_ambo_bevel33_relax_hk66,26421,27255,834,69749,69959
1936,dodecahedron_ambo_bevel33_relax_hk66,25666,26393,727,61702,61595
1937,dodecahedron_ambo_bevel33_relax_hk66,25409,25736,327,61947,61535
1938,dodecahedron_ambo_bevel33_relax_hk66,25523,25772,249,62571,62494
1939,dodecahedron_ambo_bevel33_relax_hk66,25926,26252,326,62861,62993
1940,dodecahedron_ambo_bevel33_relax_hk66,25180,26218,1038,61768,62426
1941,dodecahedron_ambo_bevel33_relax_hk66,25643,26915,1272,62921,63148
1942,dodecahedron_ambo_bevel33_relax_hk66,26987,28330,1343,63803,63876
1943,dodecahedron_ambo_bevel33_relax_hk66,25245,26575,1330,60720,60706
1944,dodecahedron_ambo_bevel33_relax_hk66,25142,26399,1257,62356,62285
1945,dodecahedron_ambo_bevel33_relax_hk66,25336,26722,1386,62635,62790
1946,dodecahedron_ambo_bevel33_relax_hk66,25260,26501,1241,62386,62247
1947,dodecahedron_ambo_bevel33_relax_hk66,25783,27042,1259,62984,63001
1948,dodecahedron_ambo_bevel33_relax_hk66,25280,26558,1278,61958,61978
1949,dodecahedron_ambo_bevel33_relax_hk66,25799,27180,1381,62979,63084
1950,dodecahedron_ambo_bevel33_relax_hk66,25359,26641,1282,62027,61923
1951,dodecahedron_ambo_bevel33_relax_hk66,25786,27080,1294,62888,62901
1952,dodecahedron_ambo_bevel33_relax_hk66,25555,26797,1242,62222,62232
1953,dodecahedron_ambo_bevel33_relax_hk66,26232,27528,1296,62878,62872
1954,dodecahedron_ambo_bevel33_relax_hk66,25565,26800,1235,61793,61734
1955,dodecahedron_ambo_bevel33_relax_hk66,26677,27965,1288,63565,63626
1956,dodecahedron_ambo_bevel33_relax_hk66,25954,27208,1254,61736,61704
1957,dodecahedron_ambo_bevel33_relax_hk66,27185,28546,1361,63693,63799
1958,dodecahedron_ambo_bevel33_relax_hk66,26047,27312,1265,61324,61227
1959,dodecahedron_ambo_bevel33_relax_hk66,27975,29379,1404,64389,64521
1960,dodecahedron_ambo_bevel33_relax_hk66,26329,27613,1284,60823,60696
1961,dodecahedron_ambo_bevel33_relax_hk66,27204,28520,1316,63334,63368
1962,dodecahedron_ambo_bevel33_relax_hk66,26350,27694,1344,61608,61635
1963,dodecahedron_ambo_bevel33_relax_hk66,27608,29000,1392,63719,63766
1964,dodecahedron_ambo_bevel33_relax_hk66,26444,27737,1293,61297,61204
1965,dodecahedron_ambo_bevel33_relax_hk66,27015,28301,1286,63023,63016
1966,dodecahedron_ambo_bevel33_relax_hk66,26497,27851,1354,61944,62072
1967,dodecahedron_ambo_bevel33_relax_hk66,26912,28181,1269,62930,62789
1968,dodecahedron_ambo_bevel33_relax_hk66,26214,27482,1268,61765,61756
1969,dodecahedron_ambo_bevel33_relax_hk66,26196,27542,1346,62192,62280
1970,dodecahedron_ambo_bevel33_relax_hk66,25950,27201,1251,62216,62116
1971,dodecahedron_ambo_bevel33_relax_hk66,25720,26983,1263,62229,62243
1972,dodecahedron_ambo_bevel33_relax_hk66,25573,26894,1321,62315,62372
1973,dodecahedron_ambo_bevel33_relax_hk66,25350,26626,1276,62226,62183
1974,dodecahedron_ambo_bevel33_relax_hk66,25506,26840,1334,62617,62674
1975,dodecahedron_ambo_bevel33_relax_hk66,24943,26215,1272,61898,61834
1976,dodecahedron_ambo_bevel33_relax_hk66,25676,26917,1241,63193,63163
1977,dodecahedron_ambo_bevel33_relax_hk66,24998,26281,1283,61764,61826
1978,dodecahedron_ambo_bevel33_relax_hk66,25405,26633,1228,62868,62813
1979,dodecahedron_ambo_bevel33_relax_hk66,24778,26002,1224,61834,61831
1980,dodecahedron_ambo_bevel33_relax_hk66,25480,26821,1341,63146,63308
1981,dodecahedron_ambo_bevel33_relax_hk66,24968,26230,1262,62007,61870
1982,dodecahedron_ambo_bevel33_relax_hk66,25460,26658,1198,62953,62887
1983,dodecahedron_ambo_bevel33_relax_hk66,25267,26541,1274,62269,62343
1984,dodecahedron_ambo_bevel33_relax_hk66,25690,26876,1186,62882,62796
1985,dodecahedron_ambo_bevel33_relax_hk66,25357,26618,1261,61893,61947
1986,truncatedIcosahedron_ambo_relax_truncate33_hk64,1820,1870,50,38923,37721
1987,truncatedIcosahedron_ambo_relax_truncate33_hk64,9916,10300,384,70550,70891
